,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,attacking_short_passing,skill_long_passing,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_jumping,power_stamina,power_strength,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1190,1190,I. Djuric,30,181.0,77.4,Switzerland,Caucasian,63,Right,Average,Average,Medium/Medium,LCB,67.25,49.51,63.18,61.79,67.92,62.63,67.47,65.57,11,13,13,11,11,4,9,11,65.25,64.18,60.97
1191,1191,L. Osaki,27,186.8,82.4,Japan,Asian,63,Right,Average,Average,Medium/Medium,CB,64.22,66.8,62.21,51.03,63.95,35.98,61.41,43.17,14,12,16,12,11,8,8,10,60.74,61.46,59.8
1192,1192,A. Jones,21,182.4,70.2,England,Caucasian,63,Right,Good,Average,Medium/Medium,LCB,61.48,59.23,54.65,53.75,63.97,47.77,55.88,62.34,13,12,14,11,12,5,8,11,61.84,61.59,60.39
1193,1193,Y. Hashiuchi,31,175.4,72.0,Japan,Asian,63,Right,Average,Average,Medium/High,LCB,55.25,62.68,53.82,65.87,55.42,51.34,63.28,72.22,14,11,13,11,12,4,7,10,60.31,67.33,62.45
1194,1194,S. Monaco,26,191.5,83.0,Italy,Caucasian,63,Right,Average,Average,,RCB,63.05,49.88,48.01,50.15,51.18,45.12,55.46,56.87,13,11,14,12,12,6,7,11,59.61,66.83,64.88
1195,1195,F. Helstrup,26,188.2,81.6,Denmark,Caucasian,63,Left,Average,Average,Medium/High,RCB,62.72,55.75,51.31,65.06,66.25,57.39,63.3,54.47,12,14,15,14,12,5,5,11,57.66,62.05,60.69
1196,1196,M. Nani,21,189.2,84.8,Argentina,Caucasian,63,Left,Average,Average,Low/Medium,LCB,67.0,55.88,40.67,51.53,66.43,50.84,58.25,64.4,13,13,15,11,12,5,5,11,57.2,63.06,63.95
1197,1197,M. Rigione,28,184.6,82.1,Italy,Caucasian,63,Right,Average,Average,Medium/Medium,RCB,56.8,49.64,40.74,54.49,32.76,48.67,51.92,64.12,14,13,14,13,13,5,7,12,59.61,62.92,62.66
1198,1198,A. Al Habib,26,187.3,84.3,Saudi Arabia,Middle-eastern,63,,Average,Average,Low/Medium,LCB,62.69,40.66,28.87,54.76,65.71,56.73,55.9,50.41,14,12,15,11,12,7,7,8,60.17,64.57,64.48
1199,1199,M. Leca,27,191.5,82.9,Romania,Middle-eastern,63,Right,Average,Average,Medium/High,LCB,63.88,59.76,52.68,42.36,46.42,62.63,46.92,50.99,14,12,16,13,11,6,5,11,57.87,62.91,62.63
1200,1200,L. Sætra,27,194.7,90.4,Norway,Caucasian,63,Right,Good,Average,Low/Medium,LCB,66.37,51.77,49.3,39.37,37.76,30.84,57.88,28.73,6,12,17,13,12,7,9,12,54.98,63.3,60.11
1201,1201,C. Morris,29,190.7,83.3,Northern Ireland,Caucasian,63,Right,Average,Average,Medium/High,RCB,64.62,54.36,52.59,73.56,75.79,54.29,54.36,32.53,16,13,15,12,10,3,4,11,59.69,63.27,61.9
1202,1202,C. Raglan,26,184.7,75.3,England,Caucasian,63,Right,Good,Average,Low/Medium,RCB,62.81,48.33,54.64,67.67,66.69,41.09,50.59,58.26,16,13,15,17,11,6,7,11,53.84,59.33,60.57
1203,1203,L. Waterfall,28,187.6,84.1,England,Caucasian,63,Right,Good,Average,Medium/Medium,RCB,64.67,43.91,38.95,55.13,47.45,54.92,58.63,36.99,14,13,15,12,12,7,5,10,58.52,62.21,62.34
1204,1204,D. Cleary,23,181.9,73.9,Republic of Ireland,Caucasian,63,Right,Good,Average,Low/High,RCB,59.27,54.09,37.99,52.02,62.91,40.11,57.9,53.48,12,12,14,14,12,5,5,9,62.5,63.26,60.53
1205,1205,M. Lacroix,19,189.9,88.0,France,Caucasian,63,Right,Average,Average,Medium/Medium,RCB,61.93,48.56,40.57,65.22,51.01,33.15,47.62,42.33,15,11,16,11,11,5,7,11,63.81,59.49,59.69
1206,1206,A. Kova?evi?,25,188.6,79.7,Bosnia Herzegovina,Caucasian,63,Right,Excellent,Average,Low/Medium,RCB,59.61,35.83,42.02,57.85,54.07,40.13,58.96,46.88,14,12,14,10,11,6,7,11,63.34,66.39,63.69
1207,1207,F. Báez,27,182.6,74.0,Paraguay,Caucasian,63,Right,Good,Average,Low/High,RCB,63.79,53.39,33.41,57.7,54.74,52.27,55.06,61.77,16,10,13,11,12,6,7,11,58.91,65.25,62.88
1208,1208,Li Jianbin,30,185.2,77.3,,,63,Right,Excellent,Average,Low/High,LCB,55.55,50.13,41.86,74.03,69.31,68.91,64.91,63.22,15,16,14,16,12,8,6,8,55.95,62.34,62.64
1209,1209,Kike Hermoso,19,190.3,75.6,Spain,Caucasian,63,Right,Average,Average,Low/High,LCB,61.5,40.11,35.26,67.36,51.01,40.05,51.23,46.43,16,10,13,10,12,6,7,9,66.01,66.1,63.69
1210,1210,D. Bettella,19,185.2,78.4,Italy,Caucasian,63,Right,Good,Average,Medium/Medium,RCB,63.96,49.54,40.53,52.47,51.16,51.08,59.82,56.56,14,8,13,11,13,5,6,11,63.16,63.96,62.4
1211,1211,,25,187.4,77.9,Germany,Caucasian,63,Left,Good,Average,Medium/Medium,LCB,56.2,66.87,33.21,68.59,69.99,56.28,55.11,57.65,16,10,15,12,11,5,6,11,63.52,61.71,58.38
1212,1212,D. Pines,21,196.0,88.1,United States,Caucasian,63,Right,Good,Average,Low/Medium,RCB,65.78,48.73,43.52,66.61,75.74,59.72,53.39,52.23,13,13,16,13,10,5,6,8,58.03,63.12,57.57
1213,1213,W. Nightingale,23,184.7,84.0,England,Caucasian,63,,Average,Average,Medium/High,CB,58.95,43.72,36.63,66.04,67.8,56.63,49.78,50.41,16,13,14,9,10,6,5,8,64.92,69.72,65.75
1214,1214,C. Piergianni,27,184.0,78.1,England,Black,63,Left,Good,Average,Medium/Medium,LCB,65.96,45.32,47.36,51.28,43.37,56.05,56.55,52.51,14,14,16,13,11,6,7,10,59.79,62.1,60.5
1215,1215,L. Legge,34,192.5,79.5,England,Caucasian,63,Right,Good,Average,Medium/Medium,RCB,59.54,41.5,45.82,51.17,35.87,39.69,51.92,66.7,16,13,16,15,11,7,9,12,65.47,58.63,60.39
1216,1216,M. Velásquez,31,181.4,78.9,Chile,Caucasian,63,Right,Good,Average,Low/High,RCB,69.91,56.03,65.52,41.54,35.37,64.21,55.42,62.54,14,15,14,10,11,5,6,10,62.66,62.91,59.6
1217,1217,M. Grösch,25,188.4,81.2,Germany,Caucasian,63,Right,Excellent,Average,Medium/Medium,RCB,56.28,51.84,49.97,60.87,55.28,58.5,55.21,56.03,14,14,16,11,12,7,7,10,65.22,62.77,63.65
1218,1218,H. Bariši?,28,194.0,85.5,Croatia,Caucasian,63,Right,Average,Average,Medium/Medium,LCB,64.21,58.32,40.53,47.9,49.66,45.77,52.57,58.14,12,12,15,13,11,5,6,8,60.68,63.04,63.23
1219,1219,M. Schultz,26,192.9,89.0,Germany,Caucasian,63,Right,Average,Average,Medium/Medium,RCB,65.92,41.93,30.34,47.39,52.17,32.82,59.65,31.76,10,12,16,12,11,4,4,10,63.42,62.97,60.21
1220,1220,D. Djulbic,36,194.1,89.9,Australia,Caucasian,63,Right,Good,Average,Medium/High,CB,58.48,41.13,43.58,30.47,29.96,31.86,52.31,31.26,12,11,18,16,11,5,7,11,60.18,63.8,61.37
1221,1221,T. Davies,27,185.4,70.0,England,Black,63,Right,Average,Average,Low/High,RCB,66.41,49.45,46.38,57.64,62.19,59.13,44.28,60.96,14,14,14,16,11,5,3,8,59.15,64.31,61.17
1222,1222,R. Minor,31,197.7,94.2,Denmark,Caucasian,63,Left,Average,Average,Medium/Medium,LCB,66.4,47.73,39.49,32.86,30.54,34.95,68.32,31.05,9,10,17,12,10,5,6,9,65.07,63.54,58.91
1223,1223,S. Bauer,26,183.2,76.7,Austria,Caucasian,63,Right,Good,Average,Medium/Medium,LCB,59.09,36.7,28.51,63.18,56.38,64.41,60.71,64.27,14,12,12,12,11,4,6,8,66.33,69.88,65.22
1224,1224,Jeong Tae Wook,22,193.8,91.8,Korea Republic,Asian,63,Right,Good,Average,Low/Medium,RCB,58.62,42.39,30.34,41.27,64.8,35.81,50.95,36.82,14,8,18,13,11,4,6,9,62.21,62.65,61.59
1225,1225,S. Takahashi,27,179.6,70.2,Japan,Asian,63,Right,Good,Average,Medium/Medium,RCB,56.1,31.87,25.26,63.93,65.93,51.82,54.46,64.27,15,11,13,13,12,4,6,11,64.94,68.65,67.65
1226,1226,N. Canavan,28,191.3,75.6,Republic of Ireland,Caucasian,63,Left,Average,Average,Medium/Medium,CB,67.01,35.7,29.13,49.06,65.71,59.42,60.57,39.75,16,12,16,10,12,6,6,9,62.91,64.39,61.58
1227,1227,R. Patriche,33,180.6,75.3,Romania,Middle-eastern,63,Right,Average,Average,Medium/High,LCB,64.29,62.07,59.26,33.13,33.65,39.19,43.19,58.47,15,15,16,13,13,4,6,7,61.04,60.51,59.09
1228,1228,Liao Junjian,25,183.0,76.6,China PR,Asian,62,,Good,Average,Medium/Medium,RCB,61.9,58.81,59.69,58.01,60.57,72.17,54.84,56.38,12,15,13,13,11,12,12,13,60.46,64.92,66.49
1229,1229,V. Vevatne,24,182.6,72.9,Norway,Caucasian,62,Left,Good,Average,Medium/Medium,LCB,52.2,60.29,54.92,65.87,66.74,61.19,60.24,70.26,13,13,13,11,12,9,7,12,58.76,63.33,61.53
1230,1230,,29,182.2,70.0,China PR,Asian,62,Left,Good,Average,Low/High,LCB,61.13,57.21,54.46,56.9,62.52,75.0,54.28,64.46,14,13,13,12,11,12,12,11,59.22,64.46,61.25
1231,1231,M. Solheim,31,172.0,76.2,Norway,Caucasian,62,Right,Good,Average,High/Medium,RCB,57.49,57.82,61.54,61.65,68.72,60.71,56.68,66.46,16,16,13,12,11,7,10,11,56.24,58.56,60.29
1232,1232,A. Danch,31,179.6,81.2,Poland,Caucasian,62,Right,Good,Average,Medium/Medium,LCB,57.68,56.81,54.12,56.79,43.28,63.56,59.58,57.49,16,11,14,13,12,10,8,11,55.67,59.66,59.8
1233,1233,A. Lajami,23,177.9,75.4,Saudi Arabia,Middle-eastern,62,Right,Good,Average,Medium/Medium,LCB,68.16,59.92,56.79,75.73,75.92,78.03,56.39,73.09,13,15,13,11,11,9,9,9,57.71,64.03,56.51
1234,1234,Zhang Chenglin,32,182.9,75.4,China PR,Asian,62,Right,Excellent,Average,Low/High,LCB,63.13,56.22,51.54,72.39,58.75,62.3,58.47,66.7,11,13,13,11,11,8,7,13,54.11,65.94,63.9
1235,1235,Park Jeong Su,25,188.5,76.4,Korea Republic,Asian,62,Right,Good,Average,Medium/High,LCB,56.8,66.34,58.44,69.8,62.95,60.74,62.95,33.73,12,12,16,13,12,8,6,9,61.07,58.85,52.86
1236,1236,C. Humphreys-Grant,20,185.0,82.2,England,Caucasian,62,Right,Average,Average,Low/Medium,RCB,60.18,54.64,50.93,60.62,62.84,64.07,56.67,65.29,15,11,14,11,11,10,7,11,58.99,64.67,58.35
1237,1237,,27,179.3,74.7,Japan,Asian,62,Left,Average,Average,Medium/High,LCB,43.99,60.41,57.38,59.04,69.68,51.62,59.93,63.5,14,13,16,12,12,9,6,10,56.34,59.58,58.02
1238,1238,Kim Won Gun,27,186.4,76.6,Korea Republic,Asian,62,Right,Good,Average,,CB,65.79,50.28,48.1,70.62,66.5,61.94,58.47,59.96,13,12,14,13,11,7,7,12,52.74,63.72,61.4
1239,1239,S. Strømnes,32,185.8,78.6,Norway,Caucasian,62,Right,Good,Average,Low/Medium,RCB,60.97,56.1,45.53,51.49,59.92,55.48,55.92,58.9,15,11,14,13,12,6,9,9,57.49,58.84,56.78
1240,1240,Yang Shanping,31,187.7,80.3,China PR,Asian,62,Right,Average,Average,Low/Medium,RCB,47.51,49.75,48.9,46.83,52.48,54.06,56.74,57.22,13,13,14,14,12,8,6,12,61.71,59.79,59.56
1241,1241,D. Conroy,23,180.6,77.5,England,Caucasian,62,Right,Good,Average,,LCB,64.68,63.26,60.62,61.67,51.94,51.01,48.16,50.86,12,13,15,11,11,5,6,11,52.57,64.89,62.93
1242,1242,L. Hogan,30,183.1,77.1,England,Caucasian,62,Right,Good,Average,High/Medium,RCB,59.21,49.59,44.4,65.28,63.06,65.28,55.55,65.66,14,13,14,12,11,7,8,11,59.7,61.01,60.06
1243,1243,T. Isherwood,21,194.6,87.8,Sweden,Caucasian,62,Left,Good,Average,Medium/High,LCB,64.75,35.83,56.97,52.15,73.87,32.95,42.37,41.24,12,13,17,17,10,5,11,9,58.49,54.71,58.29
1244,1244,T. Watanabe,22,184.2,76.2,Japan,Asian,62,,Good,Average,Medium/High,RCB,63.99,64.72,58.37,68.11,52.94,59.25,51.5,58.89,15,13,14,11,11,6,6,11,52.69,65.64,61.01
1245,1245,T. Willers,32,191.9,84.1,Germany,Caucasian,62,Right,Good,Average,Medium/Medium,LCB,62.62,52.23,47.14,40.66,35.55,56.59,55.23,52.46,12,14,16,11,10,7,9,9,63.11,66.39,60.65
1246,1246,Liu Junshuai,24,187.4,87.1,China PR,Asian,62,Right,Average,Average,Medium/Medium,LCB,55.3,43.49,46.92,50.63,62.72,62.63,56.0,63.78,14,14,15,11,11,8,7,10,66.73,62.7,57.92
1247,1247,J. Turnbull,24,184.6,71.6,England,Caucasian,62,Left,Average,Average,Medium/Medium,LCB,61.97,58.07,51.52,58.27,61.86,65.09,53.33,58.52,14,14,14,11,11,4,8,10,58.77,63.74,62.29
1248,1248,D. Casey,21,189.9,85.4,Republic of Ireland,Caucasian,62,Right,Good,Average,Low/Medium,RCB,59.55,51.9,45.53,45.86,58.96,52.24,57.96,49.67,14,13,15,14,11,5,6,10,58.03,59.68,55.79
1249,1249,L. Woolfenden,20,183.1,69.6,England,Black,62,Right,Average,Average,Medium/Medium,RCB,64.15,60.15,55.94,63.31,62.6,53.35,52.97,58.89,13,12,15,11,11,5,6,10,59.42,63.86,58.07
1250,1250,B. Richards-Everton,27,189.6,82.0,England,Caucasian,62,Left,Good,Average,Low/High,LCB,60.85,51.12,49.8,65.46,63.6,61.43,60.97,67.84,14,13,16,12,11,4,5,11,57.63,59.07,58.28
1251,1251,M. Vihmann,23,195.0,89.7,Estonia,Black,62,Right,Average,Average,Medium/Medium,LCB,60.93,55.96,53.2,51.92,54.06,50.76,50.47,50.39,14,11,16,11,12,5,6,9,58.38,62.87,60.21
1252,1252,H. Al Shuwaysh,30,182.7,81.0,,,62,Left,Good,Average,Medium/Medium,LCB,60.0,54.73,42.06,39.57,36.67,58.47,55.23,49.83,15,14,17,12,11,5,6,10,58.26,60.35,55.09
1253,1253,H. Davis,27,184.6,83.0,England,Caucasian,62,Right,Good,Average,Medium/Medium,LCB,62.81,47.18,40.02,54.17,54.47,63.54,44.74,51.9,14,12,16,10,12,5,7,9,57.53,65.74,61.48
1254,1254,C. Johansson,25,184.9,80.5,Sweden,Caucasian,62,Right,Average,Average,Medium/Medium,RCB,59.74,45.94,50.69,50.77,54.06,54.2,54.12,56.68,14,12,14,15,12,5,6,9,57.58,63.4,58.74
1255,1255,A. Benga,30,190.5,80.7,Romania,Middle-eastern,62,Right,Average,Average,Medium/Medium,RCB,55.54,51.16,40.31,60.09,60.65,62.63,56.42,47.12,14,10,16,12,11,5,5,11,58.27,65.74,62.5
1256,1256,J. Soboci?ski,20,185.8,83.6,Poland,Caucasian,62,Left,Average,Average,Low/High,LCB,60.97,59.28,56.34,63.85,62.15,61.38,57.52,66.15,14,14,14,12,12,6,7,9,59.49,60.74,58.72
1257,1257,O. Lancashire,30,185.6,74.8,England,Caucasian,62,Right,Good,Average,Medium/Medium,RCB,64.1,51.81,57.04,54.79,39.29,60.28,58.61,51.23,15,15,15,11,12,4,8,11,59.31,63.82,60.28
1258,1258,N. Pond,34,190.1,80.0,,,62,Right,Average,Average,Low/High,CB,64.26,49.32,50.38,30.76,28.57,29.44,60.25,46.64,8,12,16,14,11,5,7,11,60.78,61.66,61.04
1259,1259,G. MacKenzie,33,191.4,83.0,Scotland,Caucasian,62,Right,Average,Average,Low/Medium,RCB,63.37,53.87,44.2,31.21,33.78,30.02,60.1,36.47,9,11,16,14,11,4,7,12,60.18,59.63,58.65
1260,1260,E. Guerrero,28,179.9,83.7,Chile,Caucasian,62,Right,Good,Average,Medium/Medium,RCB,52.74,54.87,40.07,47.96,43.78,31.92,58.64,37.53,13,11,15,12,11,6,5,8,56.45,68.21,65.84
1261,1261,A. Brorsson,20,187.5,80.7,,,62,Right,Average,Average,Medium/Medium,LCB,64.88,44.53,48.01,58.4,52.4,50.69,55.48,52.76,12,12,15,11,11,4,6,10,61.96,62.08,59.47
1262,1262,R. Renteria,23,181.4,80.9,Colombia,Black,62,Right,Average,Average,Low/Medium,LCB,56.71,40.89,32.9,63.25,55.06,57.33,58.1,53.82,15,12,15,12,11,4,5,10,63.92,61.52,64.58
1263,1263,,23,182.0,72.4,England,Caucasian,62,Right,Average,Average,Medium/Medium,LCB,62.2,30.16,23.99,58.1,59.58,50.96,59.59,65.26,16,16,14,13,12,4,5,11,65.38,64.21,60.32
1264,1264,V. Moreno,24,181.7,82.6,Colombia,Black,61,Right,Average,Average,Medium/Medium,RCB,49.76,56.76,54.66,71.63,71.32,64.15,55.96,59.01,15,12,14,12,11,10,10,9,58.47,60.21,60.26
1265,1265,,27,186.4,82.6,Finland,Black,61,Right,Good,Average,Low/Medium,RCB,60.2,57.62,52.59,75.07,72.38,59.48,55.17,44.98,11,12,13,9,12,9,6,11,59.25,63.35,62.91
1266,1266,E. Nolan,30,185.0,76.8,Republic of Ireland,Caucasian,61,Right,Excellent,Average,Medium/High,LCB,57.19,54.66,50.28,67.5,64.3,62.63,59.69,56.9,13,15,13,12,11,10,8,10,64.1,62.77,57.57
1267,1267,S. McMann,22,179.9,69.6,Scotland,Caucasian,61,Right,Good,Average,Medium/Medium,LCB,56.81,56.84,29.07,59.78,51.93,66.79,57.2,54.91,11,14,12,13,11,9,6,8,56.99,62.39,64.06
1268,1268,Liu Yang,28,188.3,77.6,China PR,Asian,61,Right,Average,Average,Low/High,LCB,56.8,57.2,49.31,59.02,63.13,58.84,52.57,58.95,12,13,14,13,12,9,9,9,54.0,57.09,55.72
1269,1269,Chen Hao,26,186.2,77.5,China PR,Asian,61,Right,Average,Average,Medium/Medium,RCB,67.66,47.73,46.33,60.56,62.05,58.59,56.95,57.97,13,12,12,12,12,9,8,11,59.77,62.27,55.35
1270,1270,B. Tozer,29,185.1,81.1,England,Caucasian,61,Right,Good,Average,Medium/Medium,CB,59.6,52.57,52.08,55.08,45.6,57.3,53.05,68.38,12,18,16,13,10,8,7,11,57.34,63.45,61.17
1271,1271,G. Taft,25,182.5,73.6,England,Caucasian,61,Left,Good,Average,Medium/Medium,LCB,61.88,59.4,53.03,54.9,54.4,57.09,60.29,72.51,14,16,16,12,12,8,9,11,49.12,59.42,59.89
1272,1272,J. McNulty,34,183.5,77.3,,,61,Left,Average,Average,Low/Medium,LCB,59.27,57.99,51.3,39.87,48.03,61.0,57.57,61.56,12,10,14,12,11,5,8,12,59.22,62.13,59.09
1273,1273,R. Tongyik,22,184.7,79.9,Australia,Caucasian,61,Right,Average,Average,,LCB,61.02,62.12,33.82,65.55,64.68,37.3,59.33,56.02,16,14,16,8,12,5,5,13,51.24,63.58,52.22
1274,1274,F. Aliti,25,185.9,77.3,Albania,,61,Left,Average,Average,Medium/Medium,LCB,57.05,54.19,48.76,64.42,67.23,60.52,57.26,71.22,14,12,13,9,11,5,7,9,60.78,62.82,63.27
1275,1275,I. Furu,25,190.2,84.4,Norway,Caucasian,61,Left,Good,Average,Medium/High,LCB,55.15,35.83,48.9,49.79,49.31,55.68,53.45,42.87,13,13,16,12,12,7,8,10,56.24,59.94,59.5
1276,1276,M. Lund,23,182.7,87.0,Denmark,Caucasian,61,Right,Good,Average,Medium/Medium,LCB,55.26,54.38,50.59,65.33,46.45,56.64,47.72,65.82,15,11,13,10,12,5,7,8,67.76,61.71,54.36
1277,1277,A. R?u??,23,189.3,80.4,Romania,Middle-eastern,61,Right,Average,Average,Medium/High,RCB,56.8,60.04,47.91,59.31,55.49,45.78,52.81,56.31,15,11,14,8,11,5,6,8,58.38,63.31,60.62
1278,1278,S. Johansen,23,190.3,88.4,Norway,Caucasian,61,Right,Average,Average,Medium/Medium,LCB,46.93,30.53,30.36,62.46,54.34,46.14,52.68,66.07,16,13,15,12,12,8,6,11,60.03,63.46,64.87
1279,1279,M. O'Brien,26,179.8,76.8,Republic of Ireland,Caucasian,61,Right,Average,Average,Low/High,RCB,59.53,50.37,48.23,55.29,45.6,64.21,60.56,69.76,14,14,14,15,11,8,7,11,56.73,56.58,57.86
1280,1280,C. McCarthy,21,181.9,75.0,Republic of Ireland,Caucasian,61,Right,Good,Average,Low/Medium,LCB,58.86,54.81,44.26,49.24,54.15,51.3,58.29,53.39,15,11,13,12,11,5,8,11,61.7,60.66,59.33
1281,1281,A. Jenssen,25,184.6,83.6,Norway,Caucasian,61,Right,Good,Average,Medium/Medium,RCB,63.32,61.51,55.16,62.54,61.25,43.41,52.81,53.67,13,14,15,9,12,4,5,12,59.39,54.9,56.19
1282,1282,H. Souttar,20,200.1,79.3,Scotland,Caucasian,61,Right,Good,Average,Medium/Medium,RCB,58.16,54.5,53.36,40.27,45.36,58.43,50.02,29.74,14,11,14,9,11,5,6,10,57.53,61.78,60.84
1283,1283,S. Old,33,189.6,84.7,New Zealand,Caucasian,61,Right,Good,Average,Low/Medium,LCB,61.38,49.71,39.18,48.23,54.08,49.21,58.42,50.59,13,12,15,9,13,3,10,12,62.88,57.03,52.83
1284,1284,K. da Graca,21,187.5,80.4,Sweden,Caucasian,61,Right,Average,Average,Medium/Medium,LCB,58.38,55.07,38.07,55.44,60.59,35.71,53.1,52.69,9,12,15,10,11,4,6,8,61.96,62.45,58.27
1285,1285,P. Wi?niewski,20,195.1,88.1,Poland,Caucasian,61,Right,Good,Average,Medium/Medium,RCB,55.19,46.61,50.52,65.64,75.29,49.87,56.95,35.51,10,11,16,13,11,4,7,9,57.93,62.1,58.93
1286,1286,N. Casale,21,190.8,80.0,Italy,Caucasian,61,Right,Good,Average,Medium/Medium,LCB,55.6,37.24,30.44,57.21,52.13,43.41,52.24,55.84,13,12,14,12,12,6,7,10,56.04,64.56,61.55
1287,1287,W. Boyle,23,190.7,84.3,,,61,Right,Average,Average,Medium/Medium,LCB,65.09,43.9,33.56,59.18,52.26,36.65,46.25,57.45,14,14,14,12,11,4,6,10,60.06,62.96,60.13
1288,1288,J. Björkman,26,185.0,78.4,Sweden,Caucasian,61,Right,Good,Average,Medium/Medium,RCB,58.95,44.27,46.87,54.45,50.69,57.77,57.27,55.66,15,10,14,11,12,6,6,11,57.15,61.84,59.5
1289,1289,S. Sefil,25,194.5,88.9,France,Black,61,,Average,Average,Low/High,RCB,60.98,52.59,40.79,49.61,64.53,46.22,43.28,53.95,8,11,18,13,11,5,5,9,57.51,63.72,53.53
1290,1290,B. Nugent,25,196.1,82.6,England,Caucasian,61,Left,Good,Average,Medium/Medium,LCB,64.18,44.97,46.09,39.82,45.36,49.46,48.19,30.37,10,11,16,12,11,5,7,9,54.9,63.94,61.84
1291,1291,Liu Yi,30,179.8,71.8,China PR,Asian,61,Left,Excellent,Average,Medium/Medium,LCB,62.47,51.42,43.26,60.91,62.69,57.08,49.38,66.99,14,12,13,12,11,5,6,9,63.54,62.7,60.72
1292,1292,Jiang Jihong,29,191.5,87.8,China PR,Asian,61,Right,Average,Average,Medium/Medium,LCB,61.71,51.27,46.03,65.89,50.46,44.08,53.83,62.86,15,14,14,14,10,4,6,10,60.31,61.15,60.97
1293,1293,G. Ray,25,193.4,70.5,Wales,Caucasian,61,Right,Average,Average,Medium/Medium,RCB,62.01,35.0,23.99,64.89,59.51,58.25,52.91,72.77,17,13,14,11,10,2,3,9,61.26,62.07,61.32
1294,1294,Li Peng,28,186.8,79.6,China PR,Asian,61,Right,Average,Average,Medium/High,RCB,72.21,44.65,40.38,49.23,54.35,50.89,52.22,51.62,14,17,15,14,11,4,5,10,50.95,62.73,62.31
1295,1295,Qiao Wei,31,187.5,74.9,China PR,Asian,60,Right,Average,Average,Low/High,LCB,46.93,57.5,59.22,59.34,58.35,61.19,52.09,57.27,12,11,12,13,11,11,10,11,54.55,65.4,63.31
1296,1296,A. Gilchrist,24,187.6,74.2,Scotland,Caucasian,60,Left,Good,Average,Medium/Medium,LCB,54.5,59.22,40.5,49.74,53.99,61.14,47.49,50.01,12,10,12,9,10,10,9,10,61.67,70.34,64.02
1297,1297,T. Vassell,22,183.9,69.7,England,Black,60,,Good,Average,Medium/Medium,LCB,57.79,54.99,56.31,74.38,73.48,66.3,54.45,58.73,14,13,15,11,11,10,10,11,56.69,57.63,56.28
1298,1298,G. Taylor,29,176.8,72.9,England,Caucasian,60,Left,Excellent,Average,Low/Medium,RCB,61.88,56.13,55.2,74.93,68.13,74.11,57.47,75.49,13,16,14,9,11,8,9,11,59.7,63.86,60.84
1299,1299,Pei Shuai,26,184.8,78.8,China PR,Asian,60,Left,Good,Average,Medium/High,RCB,52.72,51.44,51.27,74.38,71.7,60.94,60.54,63.42,12,12,14,13,10,11,12,10,57.56,62.21,59.99
1300,1300,J. Pepper,27,180.3,74.7,Australia,Caucasian,60,Right,Good,Average,Medium/Medium,LCB,57.28,50.52,55.56,63.04,37.11,62.63,57.36,62.29,15,16,14,12,12,9,10,11,52.25,59.66,58.43
1301,1301,D. Szymonowicz,23,184.8,77.0,Poland,Caucasian,60,Right,Average,Average,Medium/High,RCB,62.9,62.39,59.27,59.43,62.56,62.63,55.46,63.73,17,12,14,13,11,6,7,10,59.21,64.67,62.27
1302,1302,M. Welch-Hayes,22,179.8,77.2,England,Caucasian,60,Right,Average,Average,Medium/Medium,RCB,51.86,55.28,53.13,78.6,84.13,66.26,54.16,58.73,13,14,12,10,10,8,7,11,54.88,55.55,54.09
1303,1303,H. Delcroix,20,184.9,74.9,Belgium,Black,60,Left,Good,Average,Medium/Medium,LCB,60.85,62.25,62.63,62.57,65.58,62.41,49.38,57.82,13,11,11,12,11,5,9,10,57.65,61.4,58.8
1304,1304,Kim Jung Ho,24,187.4,83.6,,,60,Right,Good,Average,Medium/Medium,RCB,63.22,32.33,23.13,53.53,61.36,61.66,46.17,52.43,14,11,16,13,10,10,5,10,59.54,60.94,57.81
1305,1305,A. Barry,26,180.8,76.6,Republic of Ireland,Caucasian,60,,Excellent,Average,Low/Medium,RCB,58.47,58.38,51.59,37.62,49.5,56.32,57.38,29.74,11,13,13,14,10,8,9,11,56.07,58.72,57.51
1306,1306,J. Mahon,19,186.1,81.8,Republic of Ireland,Caucasian,60,Right,Good,Average,Low/Medium,LCB,59.35,53.55,52.89,55.02,63.9,47.62,48.54,51.37,14,13,14,13,11,4,9,11,52.82,59.99,58.29
1307,1307,Wan Houliang,33,188.2,81.4,China PR,Asian,60,Right,Average,Average,Medium/High,RCB,64.02,52.0,59.38,47.98,50.47,62.63,56.59,59.74,12,14,14,13,11,9,9,9,57.56,63.4,58.6
1308,1308,K. Ehlers,18,186.6,85.5,Germany,Caucasian,60,Right,Good,Average,Medium/Medium,CB,59.59,49.51,39.18,55.29,61.82,49.0,58.39,58.61,15,12,13,9,10,7,10,9,63.98,61.77,57.87
1309,1309,A. Angulo,23,193.4,75.3,Colombia,Black,60,Right,Good,Average,Medium/High,RCB,49.19,44.76,28.63,64.66,64.08,44.01,55.46,50.23,13,13,14,8,11,4,6,9,69.51,58.25,59.72
