,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1281,1281,A. Okosun,25,197.5,84.9,Denmark,Caucasian,63,Right,Good,Average,Medium/Medium,LCM,66.61,62.45,62.69,66.07,53.78,54.47,38.43,57.59,62.83,11,11,15,18,7,13,10,13,11,13,58.04,57.45,53.47
1282,1282,S. Foley,32,182.6,73.7,Republic of Ireland,Caucasian,63,Right,Good,Average,High/High,LCM,64.84,61.95,61.07,65.15,70.13,69.35,64.15,65.4,69.76,11,11,14,13,10,10,12,11,12,10,57.58,61.63,57.88
1283,1283,,29,174.9,73.6,England,Black,63,Right,Good,Average,Medium/Medium,LCM,64.51,59.98,63.56,64.76,68.49,59.12,73.14,57.92,65.22,12,11,15,14,11,14,9,12,12,11,58.98,56.9,45.12
1284,1284,J. Taylor,27,176.8,77.3,Wales,Caucasian,63,Right,Good,Average,Medium/Medium,RCM,61.88,62.41,60.12,63.22,70.29,69.11,63.78,64.44,77.32,12,13,17,12,11,13,10,12,12,12,50.13,61.63,54.77
1285,1285,D. Whitehead,25,179.3,69.2,England,Black,63,Right,Good,Average,High/Medium,LCM,64.04,63.39,62.57,61.99,70.51,71.85,75.33,58.34,75.87,12,13,15,11,12,10,10,11,12,12,59.5,55.21,51.5
1286,1286,K. Al Zealaiy,32,176.3,62.7,Saudi Arabia,Middle-eastern,63,Right,Good,Good,High/Medium,LCM,60.65,64.68,59.47,63.64,70.65,70.79,73.0,55.89,67.69,11,14,11,12,11,11,7,11,12,9,36.63,38.34,43.85
1287,1287,S. D'Almeida,23,177.7,70.6,Benin,,63,Right,Average,Good,High/High,RCM,63.43,60.63,59.62,62.85,77.68,76.48,75.25,59.32,75.36,12,14,17,14,10,17,12,10,12,12,61.2,61.87,61.24
1288,1288,S. Sinclair,31,169.6,67.2,England,Middle-eastern,63,Right,Good,Average,High/High,RCM,63.37,58.97,61.06,62.41,72.2,70.5,74.35,61.83,74.88,11,14,17,13,11,14,12,11,12,12,60.89,62.4,61.13
1289,1289,M. Rasner,24,176.5,72.3,,,63,Right,Good,Good,High/Medium,RCM,64.14,64.69,62.67,65.7,66.37,59.52,71.72,60.75,74.78,14,13,14,11,12,10,12,10,10,12,58.43,61.71,60.46
1290,1290,M. Andersen,33,179.1,71.0,Norway,Caucasian,63,Right,Good,Average,High/Medium,RCM,65.95,63.81,56.41,61.76,68.89,66.44,70.79,64.46,70.74,11,11,14,14,11,11,7,11,11,13,38.57,54.89,52.57
1291,1291,H. Boateng,23,182.9,80.3,England,Caucasian,63,Left,Good,Average,High/High,LCM,64.94,65.28,62.25,64.07,70.43,67.77,68.07,56.52,64.35,12,15,15,15,10,11,11,11,12,12,58.82,63.17,58.17
1292,1292,Y. Kaabouni,24,179.1,65.9,France,Caucasian,63,Right,Good,Good,Medium/Medium,LDM,63.18,62.37,59.36,63.86,64.67,70.24,73.84,56.89,73.21,11,10,10,11,10,12,9,12,12,11,34.84,50.21,48.07
1293,1293,J. Buitrago,26,175.9,70.1,Colombia,Black,63,Right,Good,Average,Medium/Medium,RDM,64.81,60.98,59.24,67.03,51.32,53.92,60.8,67.04,72.43,12,12,9,11,12,12,13,11,13,11,68.15,59.72,55.98
1294,1294,M. Maouche,26,179.8,69.6,France,Caucasian,63,Right,Good,Good,Medium/Medium,RCM,65.07,63.11,63.47,63.24,66.11,69.24,71.07,56.89,69.98,11,11,13,13,10,13,12,10,13,12,41.32,60.42,50.84
1295,1295,R. Ljubicic,19,178.3,74.3,,,63,Right,Good,Average,Medium/Medium,LCM,64.82,66.45,58.83,66.66,60.66,55.16,68.36,62.61,63.91,12,12,13,13,11,12,11,10,11,13,46.35,58.47,48.09
1296,1296,L. Polworth,24,178.8,72.5,Scotland,Caucasian,63,Right,Good,Average,High/High,RCM,64.55,62.95,58.81,65.3,70.72,69.03,73.14,64.06,80.21,11,9,13,11,12,8,12,10,12,12,58.49,54.53,49.87
1297,1297,S. O'Keefe,28,172.9,63.9,England,Black,63,Right,Good,Average,Medium/High,RDM,62.65,61.05,61.46,64.36,65.24,52.11,74.06,59.95,78.12,12,10,14,13,12,14,12,11,12,11,60.48,62.98,52.58
1298,1298,M. Besuschkow,22,186.7,77.7,Germany,Caucasian,63,Right,Good,Good,Medium/Medium,RDM,63.93,58.31,61.74,63.01,60.78,65.53,61.08,62.79,58.83,10,12,13,13,11,12,11,12,12,11,53.01,57.18,52.83
1299,1299,F. Krogstad,24,180.6,80.5,Norway,Caucasian,63,Right,Average,Average,Medium/Medium,LCM,62.61,60.68,60.57,63.13,65.89,65.38,65.39,61.26,65.7,13,11,15,13,11,11,10,11,12,11,45.35,63.5,57.47
1300,1300,S. Shome,21,178.3,70.2,Canada,Caucasian,63,Right,Good,Average,Medium/High,RCM,68.04,60.23,58.83,64.13,65.64,73.35,67.26,65.4,67.26,11,13,15,13,11,14,12,10,11,11,61.3,63.42,50.68
1301,1301,T. Kainz,26,173.6,70.2,Austria,Caucasian,63,Right,Good,Average,Medium/Medium,RDM,63.38,55.95,59.9,59.52,68.28,60.48,69.05,62.08,78.54,12,15,15,13,12,11,12,11,13,12,63.43,60.17,59.85
1302,1302,B. Alston,27,182.8,78.0,Scotland,Caucasian,63,Right,Good,Good,High/Medium,RCM,63.38,62.49,60.74,65.0,60.03,66.79,72.65,55.89,72.69,11,13,14,13,11,9,7,10,12,11,39.71,38.25,40.34
1303,1303,,24,174.7,67.8,Chile,Caucasian,63,Right,Good,Average,Medium/Medium,LCM,66.2,63.15,62.88,65.08,72.02,69.16,70.19,57.73,65.64,11,12,13,13,10,11,11,10,13,10,55.0,62.68,56.11
1304,1304,Lee Woo Hyeok,26,185.2,76.4,Korea Republic,Asian,63,Left,Good,Average,Medium/Medium,RCM,67.67,58.75,61.91,59.17,68.41,73.04,81.52,61.57,61.47,10,13,15,13,13,12,11,12,13,10,50.78,48.02,44.16
1305,1305,F. Al Aiyaf,27,166.6,62.4,Saudi Arabia,Middle-eastern,63,Left,Excellent,Good,Medium/Medium,LDM,65.03,64.73,62.38,63.81,69.6,69.34,80.14,57.91,71.07,11,10,14,8,9,9,11,11,12,11,51.89,57.92,55.7
1306,1306,J. Morrell,22,168.3,64.1,Wales,Caucasian,63,Right,Good,Good,Medium/Medium,LCM,65.06,64.4,61.24,64.34,70.8,67.31,76.64,55.4,89.53,12,12,15,6,12,7,10,11,12,11,45.25,54.06,42.78
1307,1307,F. Kanoute,20,185.6,77.7,Senegal,Black,63,Right,Good,Good,High/Medium,RCM,68.17,64.34,65.43,64.2,57.1,65.8,63.78,62.17,70.08,15,15,14,15,14,12,12,7,11,13,56.64,67.18,62.89
1308,1308,M. Bloomfield,35,173.3,72.8,England,Caucasian,63,Right,Excellent,Average,High/High,LCM,64.24,58.38,60.76,60.92,66.76,59.52,69.84,65.68,74.19,10,14,15,13,10,12,12,11,12,12,62.38,60.55,60.45
1309,1309,Han Kook Young,29,183.1,73.2,Korea Republic,Asian,63,Right,Good,Good,,CDM,66.29,62.91,62.85,61.01,68.79,71.66,68.01,63.22,62.84,10,11,15,14,5,13,13,13,12,11,53.91,66.07,65.75
1310,1310,S. Dahlström,22,181.0,83.6,Finland,Black,63,Right,Good,Average,Medium/Medium,LCM,64.69,58.94,60.41,59.96,65.44,65.67,64.53,60.94,62.61,12,13,15,13,11,13,12,10,13,12,58.19,61.96,57.23
1311,1311,T. Conlon,23,173.1,62.3,England,Black,63,Left,Excellent,Average,High/High,LCM,65.34,61.39,59.11,63.35,61.91,63.24,90.53,54.6,78.45,10,16,16,11,10,13,11,11,12,11,57.47,58.47,54.19
1312,1312,P. Schwarz,27,174.4,69.7,,,63,Right,Good,Good,Medium/High,RCM,63.43,59.35,64.65,64.17,66.81,66.41,69.55,56.76,71.33,12,13,16,12,11,12,11,11,13,11,47.2,52.48,49.34
1313,1313,C. McCormack,29,176.0,67.4,Republic of Ireland,Caucasian,63,Right,Good,Average,Medium/High,RDM,67.61,54.55,60.45,61.3,64.78,59.64,68.22,59.03,71.71,12,12,14,11,11,15,12,10,11,13,59.32,61.92,57.23
1314,1314,A. Hazazi,25,182.5,62.7,Saudi Arabia,Middle-eastern,63,Left,Good,Average,Medium/Medium,LDM,64.88,61.88,57.67,64.98,66.83,64.81,62.27,57.27,68.27,10,14,14,13,7,12,11,10,11,11,61.06,61.48,58.53
1315,1315,J. Christensen,18,177.6,64.6,Denmark,Caucasian,63,Right,Good,Average,,CDM,67.5,60.58,64.18,64.48,66.83,62.57,68.57,60.72,71.99,10,10,14,12,8,10,13,9,11,12,65.72,65.36,56.44
1316,1316,P. Olsen,25,176.9,72.1,Denmark,Caucasian,63,Right,Good,Average,Medium/High,CM,67.61,64.76,67.03,58.51,58.09,65.31,67.08,56.16,74.84,9,10,14,11,11,14,9,12,14,13,64.03,35.6,27.58
1317,1317,D. Rasak,23,183.6,76.5,Poland,Caucasian,63,,Average,Average,Low/High,RDM,65.45,58.19,59.9,60.84,65.02,66.21,73.81,56.34,78.54,12,16,14,14,8,11,12,10,11,11,56.82,64.09,61.29
1318,1318,E. Valla Dønnem,28,182.7,80.1,Norway,Caucasian,63,Right,Good,Average,Low/High,CM,61.61,57.22,57.58,64.12,58.29,63.03,59.47,53.8,61.07,11,13,15,15,9,14,12,9,12,9,57.58,58.65,55.13
1319,1319,G. Ondoua,23,184.7,74.0,Cameroon,Black,63,Left,Good,Average,Medium/Medium,RDM,69.81,54.99,64.56,59.44,61.61,62.37,63.78,58.35,55.44,12,11,14,13,7,12,11,12,10,8,60.06,61.54,57.93
1320,1320,Tian Yinong,28,181.5,72.6,China PR,Asian,63,Right,Good,Average,Medium/High,LCM,66.29,55.51,62.88,65.95,77.54,71.38,69.17,56.99,67.37,11,15,15,15,4,12,12,12,13,9,52.19,65.43,61.24
1321,1321,P. Ulvestad,28,194.3,85.4,Norway,Caucasian,63,Right,Good,Average,Low/High,CM,59.21,53.16,54.9,62.2,54.92,50.59,43.77,61.82,50.68,13,10,14,15,11,13,12,10,10,11,61.55,62.26,62.91
1322,1322,,30,175.2,68.2,Republic of Ireland,Caucasian,63,Right,Good,Average,Medium/Medium,RCM,59.96,54.06,57.53,58.08,63.44,60.21,70.32,63.23,77.89,11,16,15,14,9,12,12,10,12,12,61.06,60.57,59.92
1323,1323,F. Ugrinic,20,183.7,83.7,Switzerland,Caucasian,63,Right,Good,Average,Medium/High,RDM,64.17,50.45,60.41,58.68,62.2,65.76,63.45,58.95,65.14,11,11,12,15,9,10,12,11,12,10,64.61,61.78,59.06
1324,1324,P. Gueye,20,186.9,65.2,France,Caucasian,63,Left,Good,Average,Medium/Medium,LCM,65.88,59.39,56.73,62.54,63.27,64.41,41.3,56.01,54.3,12,10,13,14,7,13,11,8,11,11,61.55,63.9,58.79
1325,1325,J. Tosik,32,182.0,73.7,Poland,Caucasian,63,Right,Average,Average,Low/High,RDM,62.39,51.88,59.4,60.49,61.11,46.58,69.47,62.71,64.33,12,14,8,15,9,18,12,10,9,10,63.51,62.82,64.03
1326,1326,M. Ristl,22,178.9,76.5,Germany,Caucasian,63,Right,Excellent,Average,Medium/Medium,LDM,66.62,56.32,63.31,62.65,64.78,54.69,69.2,59.25,66.72,10,15,14,12,8,12,11,8,9,10,61.09,64.49,66.26
1327,1327,I. Sapa?a,23,187.4,78.8,,,63,Right,Average,Average,Medium/Medium,LCM,62.55,53.2,58.75,63.93,58.29,63.11,64.0,61.28,64.59,10,14,16,15,6,10,12,7,11,11,52.04,58.37,52.42
1328,1328,S. Tomita,33,168.8,64.1,Japan,Asian,63,Right,Good,Average,Medium/High,RDM,71.01,55.56,60.0,64.9,42.81,39.75,72.99,70.33,79.09,8,13,14,11,7,12,14,8,11,10,58.98,65.78,63.78
1329,1329,C. Suárez,27,169.6,68.4,Venezuela,Black,63,Right,Average,Average,Medium/Medium,RCM,67.61,62.79,62.98,61.52,70.46,64.37,64.51,53.75,77.92,8,14,13,12,6,14,12,6,8,13,55.67,62.56,58.53
1330,1330,Y. Kimoto,25,182.6,73.0,Japan,Asian,63,Right,Good,Average,Medium/Medium,RCM,59.41,42.49,52.57,47.78,65.27,55.18,55.86,57.77,60.71,10,13,14,15,7,10,13,10,10,9,54.82,65.56,60.56
1331,1331,S. Mmaee,22,180.9,82.8,Belgium,Black,63,Right,Good,Average,Low/Medium,LCM,55.44,50.9,51.86,58.39,67.09,69.01,65.55,54.15,64.11,9,14,12,15,5,13,11,4,9,11,59.44,61.46,62.66
1332,1332,F. Ramírez,22,182.6,75.5,Costa Rica,Caucasian,62,Right,Good,Average,Medium/Low,LCM,64.84,65.8,63.44,63.78,66.25,64.96,64.5,55.85,58.28,10,11,12,14,9,11,9,12,12,11,44.92,57.95,52.02
1333,1333,J. Méndez,21,175.1,68.7,Argentina,Caucasian,62,Right,Good,Good,Medium/Medium,RCM,62.48,65.88,54.4,69.65,72.12,69.54,69.5,59.23,70.76,12,11,13,10,8,9,6,11,11,12,57.32,43.84,46.21
1334,1334,L. Jensen,22,175.3,70.2,,,62,Right,Good,Good,Medium/Medium,LDM,61.88,60.95,55.01,62.75,67.95,73.04,72.8,60.02,78.89,13,13,13,9,11,7,5,11,12,11,25.85,23.13,21.05
1335,1335,K. Thorstvedt,20,189.1,79.4,Norway,Caucasian,62,Left,Excellent,Average,Medium/Medium,RCM,63.31,62.57,61.13,65.19,54.1,42.92,63.97,53.52,68.56,14,14,14,14,12,13,8,13,11,11,45.71,51.14,49.06
1336,1336,,23,186.4,75.7,Iceland,Caucasian,62,Right,Good,Average,Medium/Medium,CM,63.7,62.34,60.6,64.31,70.72,70.8,63.63,53.48,71.04,13,12,16,13,11,14,11,11,11,12,55.82,57.91,52.2
1337,1337,A. Sissako,21,185.8,77.8,France,Caucasian,62,Right,Good,Average,Medium/Medium,LCM,67.69,64.13,63.98,63.06,71.58,69.5,64.61,62.11,62.22,13,14,14,14,10,13,12,10,10,11,61.85,62.18,60.89
1338,1338,G. Maris,23,180.0,75.3,,,62,Right,Good,Average,High/High,LCM,61.42,60.82,59.69,61.2,65.57,66.85,64.15,61.72,65.45,11,11,15,12,11,7,11,11,12,10,55.37,55.34,50.65
1339,1339,Andrés García,23,181.1,75.1,Spain,Caucasian,62,Right,Good,Average,Medium/Medium,RCM,70.84,65.8,68.74,69.19,66.75,63.96,63.27,55.03,62.75,12,9,11,11,8,9,6,11,11,12,44.78,53.41,58.81
1340,1340,C. Halper,21,178.7,66.9,Austria,Caucasian,62,Right,Good,Good,,LCM,59.92,64.86,55.79,63.19,70.83,65.46,71.81,60.65,75.42,12,13,12,9,9,9,6,12,11,10,35.48,49.34,43.45
1341,1341,S. Córdova,22,172.8,65.4,Mexico,Caucasian,62,,Excellent,Average,Medium/Medium,LDM,53.69,67.99,53.32,56.11,69.17,75.4,70.72,42.5,68.95,14,9,12,8,10,6,5,12,10,12,30.41,27.82,31.98
1342,1342,A. Tanaka,20,177.3,68.8,Japan,Asian,62,Right,Good,Average,,RDM,65.16,62.29,57.58,63.93,72.99,69.31,76.88,70.93,72.81,10,12,14,13,8,9,12,11,12,11,57.45,58.76,56.46
1343,1343,F. Rodríguez,23,176.6,76.9,Switzerland,Caucasian,62,Right,Excellent,Good,Medium/Low,LCM,62.13,65.14,55.7,62.21,64.68,68.92,71.86,58.11,68.95,12,12,12,9,12,11,8,9,12,10,40.38,25.08,24.58
1344,1344,F. Becker,19,176.6,73.9,Germany,Caucasian,62,Left,Good,Good,Medium/Medium,LCM,70.89,71.61,63.15,68.07,72.63,71.86,76.38,58.33,79.38,10,10,12,9,8,9,5,9,13,12,34.84,52.85,55.5
1345,1345,C. Gauseth,35,188.9,86.6,Norway,Caucasian,62,Right,Good,Average,High/High,CDM,63.6,62.57,60.34,69.46,42.75,40.22,64.92,60.17,45.42,12,16,13,16,7,17,11,13,11,12,22.81,55.59,54.07
1346,1346,T. Pobega,19,188.4,78.5,,,62,Right,Excellent,Average,Medium/Medium,RCM,67.49,57.75,63.82,63.84,69.4,66.23,61.05,60.33,64.52,13,13,13,13,9,12,12,11,10,11,63.97,61.54,61.61
1347,1347,O. Valakari,19,186.7,81.7,Finland,Black,62,Left,Average,Average,Medium/Medium,LCM,67.55,56.31,65.17,62.41,58.59,57.86,44.77,62.06,53.28,11,10,13,14,8,8,8,12,12,12,37.87,46.01,46.72
1348,1348,J. Hessenthaler,25,175.6,64.3,England,Caucasian,62,Right,Average,Average,Medium/Medium,CDM,67.27,57.18,62.12,62.02,72.02,71.82,73.58,61.93,68.72,13,16,15,12,12,14,11,11,11,12,55.06,58.43,52.06
1349,1349,M. Piccinocchi,24,172.4,66.6,Italy,Caucasian,62,,Good,Good,Medium/High,RCM,66.21,61.11,65.45,53.78,62.36,58.39,80.05,57.6,74.45,12,14,12,11,9,13,11,12,11,11,56.26,57.49,55.3
1350,1350,R. Willmott,29,175.6,76.9,England,Caucasian,62,Right,Excellent,Average,High/High,RCM,55.73,61.77,45.2,59.84,72.15,80.81,83.18,55.81,75.34,13,6,15,11,11,11,11,9,11,10,53.29,54.33,53.09
1351,1351,D. Parrett,27,178.0,86.4,England,Black,62,Right,Good,Average,Medium/Low,LCM,63.04,59.81,63.76,64.04,61.22,68.87,73.39,47.27,76.22,13,13,15,11,12,9,8,11,13,11,52.14,48.02,45.03
1352,1352,Feng Zhuoyi,30,183.9,74.8,China PR,Asian,62,Right,Good,Average,Medium/Low,CM,57.8,62.87,51.51,61.66,57.53,67.05,66.06,65.19,63.75,8,11,15,16,9,13,12,12,13,12,58.52,64.77,60.25
1353,1353,F. Loshaj,22,173.9,71.0,Kosovo,Black,62,Left,Excellent,Good,High/Medium,LDM,62.92,66.96,60.24,64.75,59.08,55.51,70.56,56.51,89.51,11,12,15,12,7,10,10,12,12,7,43.62,56.51,53.25
1354,1354,N. Jüllich,29,181.9,69.6,Germany,Caucasian,62,Right,Excellent,Average,Medium/Medium,LCM,64.94,61.49,60.57,62.97,64.99,64.99,70.55,61.47,70.49,10,13,13,12,11,9,12,10,11,12,45.82,46.52,49.28
1355,1355,T. Al Ammar,19,169.7,68.4,Saudi Arabia,Middle-eastern,62,Right,Good,Good,High/Medium,RCM,67.38,61.52,60.45,59.93,70.8,71.18,78.8,60.21,82.57,11,12,15,11,8,10,9,12,12,10,46.91,55.42,37.63
1356,1356,R. Draper,30,195.7,86.7,England,Caucasian,62,Right,Good,Average,Medium/High,RCM,59.4,55.55,60.25,57.49,55.95,54.08,71.86,60.68,47.73,11,14,16,17,11,15,12,12,12,12,59.08,61.62,59.66
1357,1357,O. Diakité,18,188.6,81.5,Mali,Black,62,Right,Good,Average,Medium/Medium,LDM,62.74,56.65,62.52,63.23,58.05,64.64,58.32,51.25,47.21,15,13,13,14,12,14,11,10,11,11,57.15,60.18,57.96
1358,1358,C. Vega,25,179.6,70.4,Argentina,Caucasian,62,Right,Good,Average,Medium/Medium,CDM,71.43,58.97,70.49,62.14,63.94,61.47,55.56,59.13,68.42,13,10,13,11,8,12,9,10,10,13,54.96,54.32,54.13
1359,1359,K. Yamamoto,29,178.7,79.0,Japan,Asian,62,Right,Good,Good,Medium/Medium,LCM,65.02,66.87,62.67,64.53,65.85,73.44,71.53,59.0,59.58,10,13,13,16,11,8,9,9,12,13,55.61,59.33,55.51
1360,1360,J. Shipley,21,183.2,72.6,,,62,Left,Good,Good,Medium/High,LCM,64.5,61.18,61.73,62.49,65.88,65.37,62.9,52.02,62.85,12,11,11,12,12,11,10,10,12,11,50.58,57.11,54.6
1361,1361,K. Kairinen,20,186.0,81.2,Finland,Black,62,Left,Good,Average,Medium/Medium,RCM,65.15,60.8,63.55,62.94,66.59,64.67,65.79,59.76,66.78,12,10,14,13,12,9,11,10,12,12,49.72,53.33,48.09
1362,1362,J. Weir,23,176.9,71.1,England,Caucasian,62,Right,Average,Good,Medium/Medium,LDM,68.97,61.42,64.34,69.31,72.55,65.55,73.89,51.7,75.31,10,11,12,11,9,9,10,10,11,11,56.14,53.38,49.22
1363,1363,J. Thompson,22,175.5,64.9,Northern Ireland,Caucasian,62,Left,Average,Good,Medium/Medium,LCM,63.64,59.87,61.18,63.93,63.64,68.13,74.39,60.23,76.92,10,12,11,12,10,12,9,11,12,9,49.58,52.84,53.12
1364,1364,J. Rossiter,22,178.3,63.8,England,Caucasian,62,Right,Good,Average,Medium/Medium,CDM,64.6,57.45,62.57,66.33,60.14,60.7,68.57,61.38,71.08,11,13,14,13,9,14,12,11,10,11,59.32,67.93,66.37
1365,1365,F. Mac Allister,23,176.5,70.7,Argentina,Caucasian,62,Right,Good,Good,Medium/Medium,LCM,68.43,61.09,65.45,67.88,68.27,69.86,63.78,60.04,70.8,12,13,13,13,8,12,12,10,10,12,62.4,63.17,63.11
1366,1366,A. Rashkaj,29,180.2,73.0,Kosovo,Black,62,Right,Excellent,Average,Medium/Medium,LDM,60.96,51.86,63.17,64.47,60.31,45.55,71.7,64.05,69.34,10,9,13,12,11,10,10,9,13,13,53.74,44.12,37.51
1367,1367,C. Carlsson,30,171.6,73.2,Sweden,Caucasian,62,Right,Average,Average,Medium/Medium,LCM,64.15,62.77,58.32,61.52,70.18,72.37,72.5,61.47,74.06,11,12,13,10,10,8,9,9,11,11,52.17,53.7,47.76
1368,1368,M. Bartley,32,180.5,79.2,,,62,Right,Good,Average,Medium/Medium,LDM,62.43,57.47,58.56,61.28,51.65,58.92,75.98,63.98,66.01,9,13,15,17,8,15,13,10,12,11,63.51,64.76,61.93
1369,1369,J. Houghton,23,183.0,79.0,England,Caucasian,62,,Good,Average,Medium/High,CM,68.33,55.24,67.44,38.53,70.93,60.73,47.1,51.96,52.65,10,15,15,13,10,13,11,10,11,12,58.49,59.05,51.32
1370,1370,M. Madsen,21,185.5,82.1,Denmark,Caucasian,62,Left,Good,Average,Medium/Medium,RCM,64.8,58.7,60.59,64.28,53.66,56.32,59.14,56.23,72.05,11,11,16,12,8,11,11,11,10,11,57.58,59.24,54.97
1371,1371,I. Fujita,28,170.3,68.1,Japan,Asian,62,Right,Good,Average,,LCM,64.44,60.59,58.92,63.26,61.34,60.28,70.69,64.82,73.85,12,10,17,12,12,12,12,9,10,10,58.87,57.92,55.3
1372,1372,M. Sitti,19,181.9,67.3,France,Caucasian,62,Right,Average,Average,Medium/Medium,RDM,66.56,65.99,61.3,67.04,64.98,61.38,59.92,53.43,69.35,11,13,12,11,9,13,11,7,11,9,55.14,61.96,64.98
1373,1373,L. Maynard,30,191.1,72.3,St Kitts Nevis,Black,62,Right,Good,Average,Medium/Medium,CM,67.61,56.25,59.89,59.25,63.58,65.59,64.32,57.54,65.37,10,13,14,14,10,12,12,9,11,11,61.34,60.56,52.42
1374,1374,C. Cisternas,33,175.0,75.2,Chile,Caucasian,62,Right,Good,Average,Medium/Medium,LCM,67.77,51.86,63.94,61.47,57.93,54.5,59.1,70.51,70.73,9,10,14,11,12,9,9,7,12,10,63.8,48.54,44.46
1375,1375,R. Ince,26,186.0,79.9,England,Caucasian,62,Right,Good,Average,Low/Low,CM,59.16,59.14,58.98,60.43,54.92,54.97,58.01,58.45,59.22,12,12,14,14,11,14,12,10,11,13,57.67,61.62,59.32
1376,1376,Zhang Xiaobin,25,187.7,72.2,China PR,Asian,62,Right,Good,Average,Low/High,RCM,67.61,50.71,51.39,62.04,59.45,57.67,50.44,59.51,60.7,8,12,12,15,9,13,12,11,11,9,65.23,59.96,58.85
1377,1377,K. Krolicki,23,178.2,70.0,Japan,Asian,62,Right,Average,Average,Medium/High,LCM,69.28,63.3,58.92,65.85,67.67,63.49,82.62,59.24,78.72,8,11,16,10,8,14,11,8,11,12,63.23,60.21,43.2
1378,1378,A. Kenyon,26,181.5,75.7,England,Caucasian,62,Left,Average,Average,Medium/High,LDM,62.01,56.84,60.43,61.03,64.42,65.59,66.88,53.06,71.64,10,16,16,15,9,12,11,8,9,10,52.95,61.54,56.62
1379,1379,D. Rosende,33,172.0,65.5,Chile,Caucasian,62,Right,Good,Average,Medium/Medium,RCM,66.72,50.65,70.16,66.71,54.33,30.16,64.33,56.51,74.49,11,14,10,11,12,13,13,9,11,11,65.74,64.01,52.25
1380,1380,P. Erhardt,25,185.0,68.9,Austria,Caucasian,62,Right,Good,Average,Medium/High,CDM,60.89,58.0,59.0,65.26,56.0,42.25,71.86,52.5,61.36,11,16,14,13,10,14,12,8,9,12,55.09,63.09,58.36
1381,1381,,27,185.3,76.8,Cameroon,Black,62,Right,Average,Average,Medium/High,CDM,61.14,48.78,51.94,56.1,71.1,63.91,80.12,65.17,61.9,10,16,15,15,5,14,12,8,10,12,61.27,60.84,58.49
1382,1382,S. Farhan,22,180.2,70.5,Saudi Arabia,Middle-eastern,62,Right,Average,Average,Medium/Medium,LDM,57.59,45.47,47.28,56.22,63.29,65.63,55.39,55.55,45.37,12,12,15,15,7,16,12,9,10,9,58.57,60.6,55.45
1383,1383,D. Cancola,22,183.2,73.3,,,62,Right,Good,Average,Medium/Medium,LDM,65.38,53.47,61.22,59.73,53.54,46.85,56.88,61.64,63.54,9,12,13,12,5,13,12,9,11,9,59.78,58.01,56.32
1384,1384,J. McGing,25,184.4,74.1,Australia,Caucasian,62,Right,Good,Average,Medium/High,RCM,60.34,51.42,55.47,52.93,61.59,63.57,60.03,52.41,57.71,9,13,13,13,6,11,13,9,9,12,58.7,67.09,66.23
1385,1385,Zheng Kaimu,27,185.0,79.7,China PR,Asian,62,Right,Average,Average,Low/High,RCM,53.87,38.39,51.77,48.41,60.39,60.67,57.76,59.52,55.13,8,14,14,14,7,13,11,8,10,9,57.2,66.13,61.28
1386,1386,M. Svoboda,20,194.7,84.8,Austria,Caucasian,62,Right,Average,Average,,RCM,52.52,31.39,45.95,38.53,53.97,53.57,31.12,57.62,33.32,11,10,12,17,6,14,10,5,8,10,54.42,64.17,60.03
1387,1387,J. Henríquez,25,175.6,68.0,Chile,Caucasian,61,Right,Good,Good,High/Medium,LCM,63.52,58.78,62.11,64.61,66.07,71.81,72.8,47.73,70.74,14,10,14,14,13,11,7,11,13,9,28.46,27.82,38.11
1388,1388,M. Dolan,26,174.9,69.6,England,Caucasian,61,Left,Average,Average,Medium/Medium,LCM,63.58,61.92,58.84,63.34,72.15,65.62,74.58,55.33,78.9,13,14,14,14,12,10,8,11,13,13,53.33,47.32,40.04
1389,1389,D. Watts,22,177.7,67.6,Republic of Ireland,Caucasian,61,Right,Good,Good,Medium/Medium,RDM,62.59,61.81,61.18,62.63,66.18,65.62,70.99,58.08,70.78,12,8,12,11,11,9,9,10,12,11,45.37,52.91,45.69
1390,1390,T. Soares,32,183.3,72.0,England,Caucasian,61,Right,Good,Average,Low/Low,RCM,61.53,58.31,58.09,61.56,54.1,53.28,61.21,56.23,64.67,13,13,13,14,12,12,11,11,12,12,53.56,63.09,56.92
1391,1391,E. Oyeleke,26,175.2,75.2,England,Caucasian,61,Right,Good,Average,Medium/Medium,RCM,62.97,60.03,58.63,64.37,72.99,76.01,80.38,61.54,72.8,12,15,14,13,9,15,11,9,11,12,60.69,61.66,56.7
1392,1392,C. Harkin,23,180.3,74.8,Northern Ireland,Caucasian,61,Right,Good,Average,Medium/Medium,LCM,61.79,58.63,60.06,55.22,59.29,53.28,60.45,54.79,67.57,12,12,13,10,10,11,10,12,13,13,53.46,54.56,51.99
