,index,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_penalties,mentality_composure
814,814,N. Fröling,19,179.7,80.3,Sweden,Caucasian,61,Right,Good,Average,Medium/Medium,LS,61.02,40.93,51.98,48.95,61.94,29.03,46.26,58.77,73.43,72.96,69.52,51.84,79.64,13,13,14,13,12,12,11
815,815,Júnior Brumado,20,189.7,80.0,Brazil,Caucasian,61,Right,Excellent,Good,Medium/Medium,LS,58.1,57.89,46.63,45.31,65.92,34.56,24.56,61.45,70.8,75.19,75.18,54.16,64.65,12,13,13,15,10,10,9
816,816,F. Kaya,19,182.8,77.8,Germany,Caucasian,61,Right,Excellent,Good,Medium/Medium,LS,64.68,56.43,48.05,43.1,59.69,33.47,24.56,64.3,63.26,69.63,71.66,60.02,70.15,10,13,10,12,10,12,11
817,817,M. Folivi,21,175.0,78.7,England,Caucasian,61,,Good,Average,High/Low,LS,64.16,47.44,54.5,35.67,62.47,47.72,26.32,60.58,70.78,74.26,66.51,50.25,65.97,11,13,12,13,10,12,12
818,818,S. Kulenovi?,19,187.7,75.7,Croatia,Caucasian,61,Right,Good,Average,Medium/Medium,ST,63.43,55.52,49.22,42.98,57.91,42.25,27.69,58.71,83.12,77.33,77.72,49.67,57.36,12,13,10,14,8,12,10
819,819,G. Ganea,20,178.8,71.6,Romania,Middle-eastern,61,Right,Good,Average,Medium/Medium,ST,62.69,56.17,48.56,30.72,54.01,32.32,34.92,59.0,71.38,74.33,68.47,57.72,66.94,12,13,12,14,10,12,8
820,820,J. Murray,23,180.0,74.4,Australia,Caucasian,61,Right,Good,Good,High/Medium,LS,62.42,58.57,53.25,45.31,59.52,31.16,28.02,59.36,68.41,66.61,75.18,48.86,64.75,12,12,11,13,12,12,11
821,821,H. Masoudi,19,175.2,67.4,Belgium,Caucasian,61,Right,Excellent,Good,Medium/Low,RF,52.62,51.01,53.39,44.43,69.99,48.53,39.86,67.61,70.7,62.91,82.63,51.06,71.21,11,13,8,7,10,9,11
822,822,E. Adebayo,21,193.4,89.5,England,Caucasian,61,Right,Good,Good,Medium/Medium,LS,57.12,57.06,52.43,50.97,56.93,50.47,30.47,58.51,70.88,77.21,64.29,54.91,55.27,12,13,14,15,10,11,11
823,823,L. Passerini,24,189.3,89.8,Argentina,Caucasian,61,Right,Good,Average,Medium/Low,LS,60.77,68.26,54.33,50.68,54.38,42.76,29.24,56.55,49.8,54.08,29.36,46.92,32.92,13,7,11,18,10,11,10
824,824,J. Matt,29,194.3,92.0,Jamaica,Black,61,Right,Average,Average,High/High,RS,61.39,67.58,45.12,49.26,51.57,39.87,33.2,51.13,66.12,63.32,59.53,62.42,53.5,11,14,12,17,10,11,11
825,825,K. Pagliuca,22,188.1,77.6,Switzerland,Caucasian,60,Right,Average,Average,Medium/Medium,LS,56.68,39.06,61.45,53.79,69.22,39.69,23.66,62.39,68.26,70.86,56.27,43.8,59.22,12,8,9,13,11,7,12
826,826,J. Escobar,20,170.9,68.5,Colombia,Black,60,Right,Good,Average,Medium/High,ST,62.42,54.24,53.2,45.31,63.41,39.1,34.53,59.57,74.88,77.96,81.88,58.02,82.6,11,13,14,9,11,11,9
827,827,H. Trewbridge,24,177.4,74.5,England,Caucasian,60,Right,Good,Good,High/Low,LS,58.63,49.92,56.75,51.69,62.08,63.54,69.88,61.77,72.01,72.83,77.24,52.78,69.07,12,10,10,11,11,12,12
828,828,O. Rushfort,22,168.9,71.7,England,Caucasian,60,Right,Excellent,Good,Medium/Low,RS,62.27,52.17,58.0,55.59,69.31,59.55,53.88,58.1,74.61,73.93,72.06,53.02,47.54,11,10,11,9,12,12,11
829,829,B. Stephens,21,173.0,59.8,England,Caucasian,60,Right,Good,Good,Medium/Medium,RS,57.71,48.97,55.11,49.79,60.72,51.6,43.69,62.02,75.56,77.96,81.22,54.48,82.51,10,12,12,10,10,11,10
830,830,R. Coughlan,22,178.5,75.0,Republic of Ireland,Caucasian,60,Right,Good,Average,Medium/Medium,ST,59.46,57.92,54.36,43.15,58.66,52.85,50.56,57.92,75.56,71.76,71.12,57.18,78.98,11,14,13,12,10,12,10
831,831,S. Schimandl,20,183.6,76.4,Austria,Caucasian,60,Right,Good,Average,Medium/Medium,LS,58.93,56.55,60.97,53.6,58.94,38.68,33.99,56.77,53.96,58.69,63.46,54.23,56.13,12,13,9,13,11,8,8
832,832,A. Dallas,19,186.5,79.3,Scotland,Caucasian,60,Right,Good,Average,Medium/Medium,LS,60.4,55.13,47.62,47.7,57.65,44.49,38.37,55.51,82.91,79.31,64.94,54.8,65.26,11,13,13,12,10,11,10
833,833,E. Dieseruvwe,24,196.0,80.1,England,Caucasian,60,Right,Good,Average,Medium/Medium,LS,57.55,61.96,50.44,47.33,54.68,39.23,30.47,57.53,68.8,75.18,55.9,53.39,50.15,11,11,13,15,10,11,10
834,834,O. Olomola,21,179.6,80.5,England,Caucasian,60,Right,Good,Average,Medium/Medium,ST,61.63,45.42,42.45,49.74,59.29,41.89,29.53,62.2,64.5,74.26,52.21,46.34,76.49,11,13,12,15,10,12,10
835,835,C. Bishop,22,179.6,71.7,England,Caucasian,60,Right,Good,Average,High/Medium,ST,61.48,59.46,51.27,44.09,53.39,43.13,38.64,55.09,82.91,70.85,63.71,55.26,67.43,11,14,14,14,10,12,11
836,836,G. Debeljuh,22,184.6,79.6,Croatia,Caucasian,60,Right,Good,Average,Medium/Medium,ST,61.86,58.62,43.57,47.75,55.46,34.86,32.18,53.96,66.12,65.16,64.36,55.56,49.11,11,14,11,14,10,11,9
837,837,J. Ironside,25,183.0,75.4,England,Middle-eastern,60,Right,Average,Average,Medium/Low,LS,61.4,65.8,50.71,49.61,52.04,45.07,29.09,58.52,57.07,54.6,53.69,55.87,68.47,11,16,13,16,10,12,12
838,838,J. Scott,18,188.2,86.7,Scotland,Caucasian,60,Right,Average,Average,Medium/Medium,ST,60.31,66.62,43.83,36.8,51.72,37.84,25.19,50.12,68.8,74.54,57.18,51.54,45.88,11,13,10,15,10,11,8
839,839,D. Bozic,26,193.7,84.9,Germany,Caucasian,60,Right,Excellent,Average,Medium/Medium,ST,62.66,61.64,53.09,54.25,45.38,43.23,38.69,54.43,57.81,60.67,55.41,50.83,45.94,13,10,11,16,10,12,9
840,840,Y. Fortune,20,186.0,80.6,France,Caucasian,59,Right,Good,Good,Medium/Low,RS,57.9,51.01,52.96,43.12,57.68,43.43,34.74,63.34,73.51,72.37,85.9,59.86,71.29,11,12,13,13,12,13,10
841,841,A. Niangbo,19,173.5,64.7,Ivory Coast,Black,59,Right,Good,Average,High/Medium,RS,63.75,44.67,45.18,56.03,62.97,47.03,31.75,56.83,81.89,87.3,71.57,55.24,68.2,12,11,13,9,10,11,11
842,842,P. Szysz,21,177.4,70.4,,,59,Right,Good,Average,Medium/Medium,ST,57.79,55.22,45.95,51.96,60.76,44.66,31.77,56.92,75.83,76.33,81.88,57.24,79.19,11,12,14,12,9,12,9
843,843,K. Velde,19,179.0,64.8,Norway,Caucasian,59,Right,Good,Average,Medium/Medium,ST,56.38,52.47,51.85,45.08,59.57,47.77,32.87,61.06,73.75,70.51,66.35,54.35,73.95,11,10,11,11,10,10,10
844,844,Park Yong Ji,26,182.6,74.9,Korea Republic,Asian,59,Right,Excellent,Good,High/Low,LS,54.01,64.34,60.22,41.52,58.29,55.65,55.43,56.75,82.31,74.38,80.43,49.55,65.62,10,10,10,12,10,12,10
845,845,,19,184.8,80.5,Northern Ireland,Caucasian,59,Right,Average,Average,Medium/Medium,ST,62.06,60.78,45.16,51.65,54.66,53.01,50.02,53.16,66.59,73.97,52.14,52.01,52.75,11,11,13,12,10,11,9
846,846,J. Kristoffersen,22,198.5,76.6,Norway,Caucasian,59,Right,Average,Average,Medium/Medium,LS,59.4,67.68,53.81,50.68,52.98,30.19,25.3,53.89,53.7,41.1,29.36,58.59,34.95,11,6,12,15,9,10,10
847,847,G. Shaw,27,196.2,86.5,Republic of Ireland,Caucasian,59,Right,Good,Average,High/High,ST,57.57,69.89,55.3,54.0,51.62,53.28,37.11,54.24,53.15,60.53,36.34,46.92,39.39,11,12,15,16,10,11,11
848,848,A. Ceesay,25,189.0,74.0,Gambia,Black,59,Left,Good,Average,High/Medium,ST,54.95,62.95,46.2,56.61,49.62,55.4,39.67,51.44,72.38,78.01,63.6,54.91,65.64,12,11,12,15,10,11,11
849,849,T. Campbell,22,185.1,67.9,England,Caucasian,58,Right,Good,Good,High/Medium,RS,58.1,45.42,51.96,49.0,60.25,51.05,32.87,58.75,70.84,72.96,71.6,51.83,83.3,11,11,14,12,10,11,10
850,850,H. Offia,19,171.0,70.8,Nigeria,Black,58,Right,Good,Good,Medium/Medium,LS,55.43,39.48,52.48,44.61,60.36,47.63,33.32,59.02,85.21,70.51,74.02,44.88,72.7,10,14,10,12,10,7,10
851,851,E. Stokes,23,172.4,69.8,Republic of Ireland,Caucasian,58,Left,Good,Good,Medium/Medium,ST,54.68,54.99,50.41,48.74,59.57,51.75,39.06,57.42,68.68,71.2,74.73,53.37,74.59,11,13,10,11,11,13,8
852,852,N. Boyle,25,182.6,77.3,Republic of Ireland,Caucasian,58,Right,Good,Average,,ST,56.24,54.06,43.68,51.61,56.83,50.3,37.97,54.87,83.52,85.87,76.24,52.42,62.03,11,13,13,12,9,10,9
853,853,R. Swan,23,185.2,71.2,Republic of Ireland,Caucasian,58,Right,Good,Average,Medium/Medium,ST,55.59,58.7,45.16,54.69,51.96,55.71,51.32,56.41,63.83,65.63,61.09,52.93,57.77,11,13,11,14,10,10,11
854,854,M. Ogkmpoe,24,188.1,79.5,Greece,Middle-eastern,58,Right,Good,Average,Medium/Medium,LS,58.96,58.32,39.3,44.68,55.85,32.51,28.99,48.44,64.29,71.05,52.58,58.02,67.87,10,11,8,15,10,12,9
855,855,A. Stamatelopoulos,20,183.9,84.3,,,57,Right,Good,Average,Medium/Low,LS,62.57,53.95,45.84,38.4,44.88,25.65,24.59,52.47,61.9,59.03,61.25,44.93,54.73,11,12,12,14,9,10,8
856,856,J. Mary,26,184.7,87.0,,,56,Right,Good,Average,High/Low,ST,56.59,64.24,41.61,41.64,52.99,35.54,28.33,49.38,64.36,57.89,59.17,48.82,50.98,10,13,10,15,10,11,9
857,857,Y. Mahdy,21,178.1,73.4,Republic of Ireland,Caucasian,55,Right,Average,Good,Medium/Medium,ST,62.57,51.26,46.81,52.63,58.16,34.86,32.75,54.71,65.09,68.71,59.27,46.63,59.13,10,11,10,11,10,11,9
858,858,L. Dykes,23,187.7,74.8,Australia,Caucasian,55,Right,Good,Average,Medium/Medium,ST,55.91,74.78,43.78,52.92,48.6,27.56,22.15,49.22,54.01,55.23,53.6,55.87,68.31,10,12,12,12,10,11,9
859,859,T. Seferi,22,184.2,78.5,Albania,,54,Right,Good,Average,High/Low,RS,53.02,54.43,44.44,43.9,52.19,40.13,31.98,51.38,57.36,65.31,56.62,49.77,59.52,9,16,11,11,11,11,9
860,860,E. Brown,18,188.2,84.4,England,Black,51,Right,Average,Average,High/Medium,ST,48.31,55.28,39.28,38.99,55.06,33.68,28.41,51.92,64.29,65.11,56.43,49.77,55.31,8,12,12,10,8,11,8
861,861,D. Walsh,22,175.0,75.1,Republic of Ireland,Caucasian,50,Right,Good,Average,High/Low,ST,56.43,50.3,44.42,36.79,43.99,37.87,28.9,42.9,56.03,65.31,53.4,52.24,71.95,9,12,7,10,9,12,9
