,short_name,age,height_cm,weight_kg,nationality,ethnicity,overall,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
16373,Z. Issaka,22,174.1,74.9,Japan,Asian,57,Right,Good,Average,High/Medium,RES,52.22,51.25,53.21,-56.21,52.69,58.84,44.5,47.48,46.59,54.21,68.37,67.74,64.36,56.32,62.18,13,12,10,14,11,10,8,10,10,9,11,29.9,40.2,-27.16
16374,T. Schmitt,22,180,-73.4,United States,Black,57,Left,Average,Average,Medium/Medium,,49.7,56.64,48.51,52.66,54.23,60.18,48.51,43.12,35.7,58.53,65.23,67.63,66.16,47.36,62.56,13,14,12,13,10,11,3,10,10,10,9,22.6,24.81,24.88
16375,Tong Xiaoxing,32,174.5,65.5,China PR,Asian,57,Right,Good,Average,Medium/Medium,SUB,53.37,53.83,54.93,53.74,53.35,54.43,49.3,46.21,52.49,54.03,73.39,70.56,66.65,65.51,63.72,11,14,13,12,9,9,9,10,10,9,13,47.29,51.72,50.2
16376,J. Sbarra,20,168.1,69.8,,,57,Right,Good,Average,Medium/Medium,SUB,51.51,61.76,49.23,62.34,41.36,57.57,42.78,35.6,58.1,56.62,66.89,64.96,66.78,54.04,70.82,11,12,13,10,8,6,9,10,10,11,9,41.38,50.43,50.2
16377,C. Vernam,22,169.6,74.4,England,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,37.71,59.12,49.55,47.12,35.71,62.59,45.31,33.32,29.88,52.5,80.87,80.68,84.69,52.51,85.8,9,15,12,12,9,9,4,11,9,11,10,26.44,16.01,17.03
16378,Su Yuanjie,24,180.1,70.1,China PR,Asian,57,Right,Good,Average,Medium/Medium,SUB,56.25,57.31,-64.98,40.58,44.93,64.41,37.54,33.67,28.56,41.56,71.56,71.04,79.46,59.1,68.52,9,14,11,11,9,6,2,11,12,13,8,-29.79,15.59,20.43
16379,J. Hylton,26,177.8,73.1,England,Caucasian,57,,Average,Average,Medium/Medium,LW,-47.07,56.55,51.8,47.92,42.78,58.1,44.94,34.34,28.06,-55.68,79.23,73.69,73.1,55.65,-65.77,10,12,10,11,10,8,2,11,9,11,9,18.67,19.78,14.53
16380,S. Shamal,23,181.2,73,France,Caucasian,57,Right,Good,Good,High/Low,SUB,36.9,48.65,52.17,45.12,48.07,-62.72,43.82,36.15,31.36,57.54,67.18,73.47,68.06,57.75,65.29,11,12,9,10,8,6,2,12,9,12,8,16.75,17.91,16.63
16381,Z. Herivaux,23,185,68.4,Haiti,,57,Right,Good,Average,High/High,RES,43.33,52.22,48.36,58.83,39.75,65.21,45.34,40.35,56.62,58.16,57.61,33.45,66.33,-59.1,59.56,13,9,12,11,11,11,8,10,10,9,10,53.76,50.35,41.5
16382,J. McAtee,19,180.3,75.2,England,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,48.88,-56.29,45.64,52.51,52.38,59.24,-46.5,32.23,48.58,56.87,72.07,67.54,74.06,52.15,68.71,11,12,10,11,9,4,4,11,10,11,9,22.05,31.43,32
16383,H. Clifton,21,180.1,64.5,Wales,Caucasian,57,Right,Good,Average,Medium/Medium,RCM,51.67,50.29,44.55,57.76,40.51,54.87,50.15,30.07,48.1,56.63,-78.67,71.2,67.82,57.23,70.5,10,11,15,12,11,12,10,10,10,5,10,54.4,54.56,52.95
16384,E. Bird,26,179.8,77.3,United States,Caucasian,57,Right,Average,Average,Medium/Medium,RES,41.21,55.45,42.78,64.23,38.77,60.39,31.08,33.67,62.21,61.23,61.25,67.29,61.26,47.03,63.16,10,12,9,12,9,11,8,10,9,7,8,57.05,59.22,54.56
16385,,20,178.9,70.3,Argentina,Caucasian,57,Right,Average,Average,Medium/Medium,RES,51.67,48.6,52.52,59.78,41.54,57.59,47.2,39.84,58.03,59.67,66.99,69.3,62.83,52.25,64.63,11,12,13,9,9,10,9,10,10,8,9,48.22,56.78,55.5
16386,A. Bates,18,173,64.4,England,Black,57,Right,Good,Average,Medium/Medium,SUB,49.56,48.54,43.13,56.54,-45.4,56.69,52.04,52.66,56.35,57.34,71.8,71.38,-75.28,53.24,75.73,11,12,13,10,10,9,9,10,11,9,11,49.29,-50.57,47.3
16387,S. Matoug,19,179,72,France,Caucasian,57,Right,Good,Good,Medium/Medium,RES,50.03,53.47,43.63,54.86,46.7,59.7,55.04,49.14,50.06,61.05,62.25,59.78,57.39,53.73,64.86,10,9,10,10,9,7,6,11,11,9,11,34.57,38.4,36.16
16388,Huang Bowen,23,175.5,60.1,China PR,Asian,57,Right,Excellent,Average,,LWB,45.06,51.4,47.1,63.77,34.23,53.59,50.61,28.95,56.92,56.37,65.53,64.57,65.96,54.53,63.6,10,13,14,9,11,11,9,10,12,6,12,55.2,53.38,50.99
16389,Kim Joon Beom,21,175.7,72,Korea Republic,Asian,57,Right,Excellent,Average,High/Medium,RCM,45.35,40.76,47.77,59.18,26.69,58.52,36.96,38.32,-58.96,55.79,74.29,70.22,54.44,60.06,72.3,9,9,13,12,6,12,9,12,11,7,11,50.03,45.47,31.68
16390,D. Duncan,20,172.8,74.6,England,Caucasian,57,Right,Good,Good,Medium/Medium,RES,47.88,41.75,41.48,63.34,41.88,58.2,40.71,-48.88,60.74,59.85,70.41,70.62,65.53,46.27,74.22,12,11,9,10,8,10,8,11,12,11,13,54.32,51.54,42.54
16391,R. Uehara,22,173.5,65.8,Japan,Asian,57,Right,Good,Average,Medium/Medium,RCM,53.27,40.46,36.81,60.61,32.31,62.05,44.47,23.28,52.6,62.97,82.27,-84.56,62.32,60.25,76.31,11,9,14,12,7,8,8,9,10,8,10,39.02,54.14,41.16
16392,Zubimendi,20,-180.4,74.3,Spain,Black,57,Right,Average,Average,Medium/Medium,RES,53.42,43.97,40.13,61.36,38.31,59.8,62.3,43.55,61.54,51.87,61.59,61.24,63.16,61.15,64.72,10,9,7,10,11,8,10,12,12,8,13,30.91,38.91,47.91
16393,L. Burgess,20,177.8,70.2,England,Caucasian,57,Right,Good,Average,Medium/Medium,RES,51.28,50.18,40.98,-61.25,45.47,57.84,32.21,38.62,57.89,61.5,72.22,71.36,65.59,50.17,70.55,10,11,12,9,10,9,7,10,11,8,8,43.05,41.38,-40.39
16394,J. Bandez,19,168.8,-60.8,Venezuela,Black,57,Right,Good,Average,Medium/Medium,,48.98,45.85,38.63,59.05,47.66,60.26,47.22,50.18,51.89,56.47,70.8,75.17,62.54,45.34,74.55,11,10,11,9,9,11,5,12,10,9,9,28.88,31.43,35.66
16395,H. Al Geed,21,164.8,60.1,Saudi Arabia,Middle-eastern,57,Right,Good,Average,Medium/Medium,RES,50.29,48.35,34.72,49.48,39.04,59.55,37.69,36.79,46.18,59.22,76.56,74.69,76.82,59.4,93.82,10,9,7,6,7,7,4,12,8,10,8,19.88,23.81,26.97
16396,S. Moreno,19,180.5,73.4,,,57,Right,Good,Average,Medium/Medium,RES,46.11,48.87,37.53,63.23,36.21,62.48,36.27,36.53,54.29,58.62,79,73.52,70.82,55.12,74.23,9,13,13,10,10,11,10,9,9,7,8,40.38,51.86,56.75
16397,J. Mouaddib,20,170.9,65.2,France,Caucasian,57,Right,Good,Good,Medium/Medium,SUB,51.53,50.78,42.74,60.56,43.2,63.21,45.65,40.51,58.3,61.68,64.7,61.84,73.87,52.61,83.67,10,12,8,6,8,8,9,10,12,10,11,36.77,55.02,45.54
16398,C. Gutiérrez,20,176.7,72.6,Mexico,Caucasian,57,Right,Good,Average,High/Medium,RES,45.93,45.22,-36.96,64.02,53.74,62.38,57.79,50.48,59.67,59.72,53.85,50.98,57.39,56.24,68.79,11,11,9,11,8,8,6,11,12,9,12,-34.46,29.97,35.41
16399,C. Barrios,21,163.2,64.7,Colombia,Black,57,,Average,Good,Medium/Medium,SUB,-42.56,49.64,32.32,51.06,45.04,60.83,48.75,42.16,48.29,-54.21,82.73,79.19,83.15,55.47,-93.09,10,10,11,8,9,8,4,10,10,8,11,27.96,26.63,31.31
16400,M. Kokos,18,181.9,78.4,France,Caucasian,57,Right,Good,Average,Medium/Medium,RES,59.17,56.63,52.82,44.51,43.3,-51.91,42.3,41.38,37.56,57.61,69.55,68.39,62.36,53.19,65.61,12,13,11,11,10,8,4,11,10,14,10,31.47,22.68,20.56
16401,J. Knowles,17,182.4,70.2,England,Caucasian,57,Right,Average,Average,High/Medium,RES,34.16,57.14,51.2,50.6,50.58,54.03,42.43,32.72,35.77,54.8,83.29,76.8,68.73,-49.76,56.38,12,12,12,10,9,8,4,10,9,11,10,28.27,23.89,21.76
16402,L. Mijaljevic,28,179.6,74.8,Sweden,Caucasian,57,Left,Good,Average,Medium/Medium,SUB,33.69,-61.09,47.83,37.71,51.87,55.83,-48.71,50.87,34.14,57.51,56.08,64.08,62.59,54.18,52.67,11,8,10,13,10,10,5,11,11,10,9,19.69,24.33,21.21
16403,R. Pyke,21,182.7,64.6,England,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,31.27,57.54,52.21,45.41,39.8,54.47,32.7,30.36,28.11,56.83,-75.41,78.48,72.01,51.74,61.16,10,11,12,13,9,6,3,11,8,10,9,23.18,19.71,20.28
16404,D. Rodney,21,177.6,68.7,England,Black,57,Right,Good,Average,Medium/Medium,SUB,40.97,56.27,50.26,49.17,50.01,55.81,45.66,36.87,34.98,54.66,73.52,75.11,73.23,49.45,72.91,11,13,12,13,10,8,3,11,10,11,10,21.34,22.34,17.01
16405,,20,185.2,84,England,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,29.73,56.6,51.3,44.34,42.25,57.15,49.08,37.58,25.53,59.44,73.2,72.03,71.93,48.15,76.26,11,14,13,11,9,9,2,11,8,11,10,14.52,15.93,10.07
16406,A. Ordagi?,26,180.7,74.8,Bosnia Herzegovina,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,50.24,48.22,52.01,60.2,-42.01,54.85,48.33,36.39,60.64,58.03,68.49,67.25,-63.4,50.42,65.55,12,11,12,12,10,12,9,11,9,8,9,46.98,-48.57,48.09
16407,E. Sørhøy,24,183.2,78.7,Norway,Caucasian,57,Left,Good,Average,Medium/Medium,SUB,62.59,54.84,39.76,56.12,48.77,57.14,57.89,34.12,46.18,53.21,66.55,65.77,62.83,43.38,58.62,13,10,11,13,9,11,4,11,12,10,9,42.53,34.17,30.58
16408,E. Jiménez,21,173.6,70.1,Mexico,Caucasian,57,Right,Average,Average,,SUB,42.76,52.61,57.29,55.43,54.31,52.72,49.28,42.09,44,57.4,56.03,55.57,66.46,56.22,64.59,13,13,8,9,11,7,5,11,10,11,10,30.11,28.12,26.71
16409,T. Sinclair,18,174.9,70.2,England,Black,57,Right,Good,Good,High/Medium,SUB,52.85,52.06,48.44,52.79,50.49,55.56,54.64,65.7,-47.7,55.08,82.34,78.76,76.3,50.49,53.22,11,11,12,10,10,9,4,10,10,11,10,28.52,25.27,26.13
16410,J. Gelhardt,17,174.6,69.8,England,Caucasian,57,Right,Good,Average,Medium/Medium,RES,42.59,56.75,51.98,56.41,51.99,56.95,45.87,-42.84,50.07,55.27,65.53,63.25,64.02,49.54,65.88,11,11,11,9,10,8,3,11,10,11,9,28.12,16.59,15.82
16411,D. Jäpel,21,177.6,70.2,Germany,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,41.87,60.54,48.06,49.33,51.62,58.18,56.38,27.5,38.67,55.59,74.01,-64.53,71.81,49.1,73.39,12,14,12,10,10,6,3,9,9,9,9,25.1,14.33,17.19
16412,C. Morton,19,-176.7,64.9,England,Caucasian,57,Right,Average,Average,Medium/Medium,RES,41.55,58.22,54.55,50.94,45.04,55.04,40.69,36.81,40.6,57.43,56.83,57.09,56.14,58.42,73.91,11,12,9,8,10,6,2,12,10,11,9,15.49,17.45,21.21
16413,S. Boyd,22,179.8,69.7,Scotland,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,37.12,60.25,55.8,-51.66,48.18,54.18,42.34,31.01,39.28,55.97,49.3,52.82,70.31,56.91,60.37,11,12,9,7,12,6,2,11,10,13,10,16.34,12.79,-14.61
16414,T. Dele-Bashiru,19,179.3,-68.4,Nigeria,Black,57,Right,Average,Average,Medium/Medium,,39.32,49.49,47.57,59.97,46.79,59.3,42.18,48.59,56.36,56.26,66.62,58.5,72.65,53.67,74.4,10,13,11,11,8,11,10,11,10,11,9,52.09,52.81,48.64
16415,I. Reyes,19,177.8,73.2,Mexico,Caucasian,57,Right,Poor,Average,Medium/Medium,RES,53.11,42.7,56.32,59.64,49.88,53.81,52.14,46.44,57.48,55.06,65.7,65.25,64.95,56.38,64.11,11,12,11,11,9,11,9,11,11,10,10,50.43,50,56.55
16416,J. Kellermann,24,184.6,71.5,,,57,Right,Good,Average,Medium/Medium,SUB,49.6,44.47,52.49,61.01,48.46,57.67,52.27,45.84,55.88,57.73,65.35,65.51,61.86,53.64,57.81,12,9,12,13,10,11,10,9,11,8,10,50.81,52.39,50.15
16417,P. Lewis,24,186.3,71.8,England,Middle-eastern,57,Right,Good,Average,Medium/Medium,RCM,46.03,49.27,46.2,58.55,35.56,52.8,45.3,39.65,55.73,56.75,66.96,70.15,68.86,56.99,67.42,9,14,14,14,8,11,10,11,10,8,11,49.42,48.98,44.93
16418,R. Al Shamlan,20,175.5,64.2,Saudi Arabia,Middle-eastern,57,Right,Average,Average,Medium/Low,RES,57.95,57.75,-41.39,63.17,39.64,58.74,41.76,36.59,58.03,61.72,63.63,69.14,51.73,48.72,77.59,10,11,8,11,7,8,5,9,10,9,11,-37.98,43.19,44.54
16419,E. Del Prato,19,182.5,73.7,Italy,Caucasian,57,,Average,Average,Medium/Medium,RES,-43.72,34.01,56.14,64.05,47.84,56.43,47.55,44.87,57.55,-49.39,69.19,68.32,50.65,57.88,-61.28,12,11,12,11,9,12,9,12,11,10,8,49.23,53.66,60.58
16420,K. Evans,20,172.6,69.9,Wales,Caucasian,57,Left,Good,Average,High/Medium,RES,46.19,33.72,60.47,65.17,43.3,-56.89,43.9,45.53,60.26,59.31,60.98,66.02,55.25,57.91,68.45,11,12,12,11,8,12,10,11,10,10,9,42.43,51.78,59.17
16421,J. Kiersey,20,175,65.2,England,Black,57,Right,Good,Average,Medium/Medium,SUB,50.14,47.08,44.72,57.84,42.75,55.88,52.41,44.88,57.02,56.62,65.04,68.67,68.51,-53.1,64.81,11,13,13,11,10,12,10,10,11,9,10,52.67,54.89,52.89
16422,Lee Dong Kyung,22,175.3,68,Korea Republic,Asian,57,Right,Good,Average,Medium/Medium,RES,40.85,-40.33,46.17,59.87,40.64,59.54,-37.24,42.64,57.59,53.7,64.54,70.22,61.8,55.92,76.26,12,12,12,9,9,12,10,11,10,9,10,58.96,55.46,54.98
16423,D. Wright,21,176.9,68.9,England,Caucasian,57,Right,Good,Good,Medium/Medium,RES,40.02,50.21,42.09,62.38,41.4,56.14,47.18,34.72,58.61,56.21,-69.69,71.74,80.36,57.66,72.67,10,11,13,12,7,10,10,10,10,9,10,51.7,53.87,46.72
16424,D. Ingham,20,186.3,72.6,New Zealand,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,56.91,40.54,45.17,55.97,41.76,59.7,50,27.93,47.52,59.48,76.18,76.98,70.83,56.03,79.7,8,13,12,13,8,9,10,11,9,6,11,45.98,51.47,48.98
16425,,23,183.3,80.9,Sweden,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,45.78,44.96,43.65,61.72,42.43,55.6,51.92,48.28,58.03,59.25,65.47,66.31,68.24,49.55,65.16,11,12,13,13,8,10,8,10,11,7,9,44.43,47.19,44
16426,J. Weir,17,178.4,69.9,England,Black,57,Right,Good,Average,Medium/Medium,RES,45.64,44.19,49.87,63.63,-46.91,53.74,43.01,50.16,61.64,57.71,63.88,64.79,-58.72,49.86,60.37,11,11,10,9,10,10,9,11,10,10,9,42.99,-47.83,44.38
16427,M. Johnsen,18,175.5,65,Norway,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,34.29,50.47,59.98,55.61,40.51,53.74,37.01,27.92,50.44,56.53,64.84,68.37,69.58,53.37,78.15,10,13,10,8,10,8,4,10,11,9,8,57.01,39.56,31
16428,M. Warburton,27,176.1,70.9,England,Black,57,Right,Excellent,Good,,CAM,45.99,55.15,31.5,55.39,48.74,55.3,48.34,56.28,43.73,52,72.82,67.58,70.64,57.93,66.48,9,11,12,10,10,8,8,12,10,10,10,33.7,34.6,31.71
16429,U. ?uranovi?,25,183.1,79.7,Montenegro,Black,57,Right,Good,Average,High/Medium,SUB,51.4,50.27,40.09,59.28,43.33,59.63,44,45.61,-56.57,58.29,57.72,68.3,54.6,51.35,62.15,10,11,14,13,8,7,4,10,10,10,11,36.43,28.99,35.32
16430,A. Carlone,23,168.5,63.6,Belgium,Caucasian,57,Right,Average,Good,Medium/Medium,RES,51.66,53.84,37.87,59.18,40.65,61.05,51.74,-46.26,54.18,61.92,73.88,73.2,70.78,45.64,71,11,10,11,11,8,7,4,8,10,9,10,36.66,33.02,31.87
16431,C. Mina,22,181.2,72,Colombia,Black,57,Right,Good,Average,Medium/Medium,RES,51.4,52.13,31.58,55.45,45.66,62.75,35.25,31.6,46.34,54.75,80.35,-77.77,76.94,44.1,61.82,11,12,14,13,7,7,6,10,9,9,9,19.93,35.4,28.65
16432,Luo Yi,32,-175,63.6,China PR,Asian,57,Right,Excellent,Average,Medium/Medium,SUB,56.39,48.15,42.19,56.99,53.17,57.96,40.25,41.71,54.02,57.45,62.93,65.76,65.67,56.21,56.87,10,10,11,10,7,10,11,11,10,10,10,52.51,52.79,51.59
16433,J. Lindstrøm,19,180.7,69.3,Denmark,Caucasian,57,Right,Average,Good,Medium/High,SUB,46.74,51.53,41.7,-60.41,43.92,58.58,46.55,41.79,50.81,56.85,74.72,69.57,64.25,46.65,73.67,9,10,12,7,8,12,5,10,11,8,10,39.73,52.77,-46.21
16434,D. Paw?owski,20,185,-72.2,Poland,Caucasian,57,Right,Good,Average,Medium/Medium,,39.11,51.97,44.16,63.52,38.89,51.66,35.17,36.24,57.07,58.49,64.91,69.24,57.22,47.83,51.89,11,11,10,8,8,11,8,10,10,9,8,28.44,42.4,47.42
16435,H. Svensson,24,174.3,68.5,Sweden,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,51.96,52.32,36.05,56.08,53.75,56.32,58.64,40.99,61.86,64.03,65.21,66.28,69.45,46.71,71.75,11,9,14,9,8,11,8,9,12,9,10,32.01,42.33,45.65
16436,H. Phillips,21,175,64.6,,,57,Right,Good,Average,High/Medium,RES,50.54,46.81,39.31,56.52,42.43,55.97,50.4,42.51,54.57,55.53,73.05,71.96,76.48,51.94,80.25,10,13,13,11,10,8,6,10,11,10,11,34.96,37.64,33.21
16437,Sun Jungang,23,175.6,70.4,China PR,Asian,57,Right,Good,Average,Medium/Medium,RES,48.88,46.89,37.19,56.04,45.34,65.63,39.43,42.39,40.65,63,68.98,64.13,59.22,39.35,73.71,10,14,10,11,8,7,4,11,10,11,9,42.6,30.67,31.13
16438,J. Bowler,20,175,69.6,England,Caucasian,57,Left,Average,Good,Medium/Medium,RES,59.01,57.52,-33.72,45.98,46.48,62.94,51.52,34.87,45.78,62.08,59.36,54.76,69.22,45.82,81.66,10,6,12,8,10,7,4,11,10,12,10,-32.17,30.85,36.87
16439,L. Kunga,20,173.1,68.3,United States,Caucasian,57,,Good,Average,Medium/Medium,RES,-49.12,49.12,35.9,53.59,54.73,62.7,44.63,37.07,46.27,-59.26,73.98,65.79,88.12,51.66,-83.12,10,9,8,7,8,9,4,10,10,10,10,13.65,34.27,36.77
16440,B. Anoff,18,172.9,64.7,Ghana,Black,57,Left,Good,Average,Medium/Low,RES,51.64,53.61,34.06,55.05,57.19,-58.05,54.99,56.92,41.35,56.49,78.88,80.22,76.33,44.78,82.81,9,13,8,6,9,6,3,10,10,11,9,27,37.04,30.99
16441,D. Fage,20,178.3,70.1,France,Caucasian,57,Left,Good,Average,Medium/Medium,RM,49.1,33.36,48.65,58.72,27.57,62.15,36.65,42.32,56.05,59.5,76.99,74.69,72.96,-60.29,54.2,11,10,14,8,11,7,9,9,10,4,8,49.43,49.72,52.68
16442,H. Biggins,23,174.8,67.8,England,Caucasian,57,Right,Average,Average,Medium/Medium,LCM,38.6,-46.34,36.41,60.04,39.02,58.9,-41.24,36.45,58.27,60.27,66.17,65.16,62.61,57.53,56.37,9,10,6,9,9,7,10,10,11,8,11,48.46,49.7,45.92
16443,R. East,20,167.7,69.5,England,Black,57,Left,Good,Average,Medium/Medium,RES,47.24,45.2,40.59,63.44,48.06,57.3,54,55.26,57.64,63.37,-73.58,64.93,76.41,53.17,81.65,11,12,12,5,9,9,6,8,11,9,10,33.31,36.03,34.22
16444,L. Mulaj,20,171.9,64.7,Switzerland,Caucasian,57,Right,Good,Good,High/Medium,SUB,43.83,48.42,38.72,52.97,48.14,63.47,48.55,45.92,52.48,63.04,70.71,68.12,78.47,47.28,81.83,11,10,6,6,9,9,5,9,11,9,10,23.66,29.88,29.01
16445,,25,170.2,64.7,Norway,Caucasian,57,Right,Average,Good,Medium/Medium,SUB,58.16,38.2,36.72,44.75,50.29,70.98,41.17,37.68,35.55,69.33,69.29,51.24,76.29,52.96,91.42,12,16,9,6,8,5,3,10,9,10,8,35.22,23.92,22.86
16446,D. Kemp,20,168.2,62.6,England,Caucasian,57,Left,Good,Good,High/Medium,RES,53.74,47.21,30.03,52.11,-39.6,61.91,50.4,36.73,46.08,60.12,73.2,66.81,-78,56.94,79.1,8,9,8,6,9,6,5,10,9,10,10,26.26,-27.41,23.91
16447,J. Beesley,22,188.2,76.1,England,Caucasian,57,Right,Average,Average,Medium/Medium,SUB,44.44,55.2,57.14,49.2,48.66,52.71,42.27,37.69,41.05,55.58,67.37,74.3,58.19,45.87,53.38,11,14,12,14,10,11,8,11,10,10,10,42.33,44.49,37.33
16448,S. Jamieson,20,179.8,71.1,Scotland,Caucasian,57,Left,Good,Average,,SUB,50.27,56.32,51.63,53.97,56.29,57.41,53.63,34.5,52.37,55.67,67.65,64.8,57.27,45.41,68.97,12,9,11,15,11,13,4,10,9,11,10,28.63,29.23,25.45
16449,N. Hunziker,23,180.2,74.9,Switzerland,Caucasian,57,Right,Average,Average,Medium/Medium,SUB,38.55,59.94,65.21,48.47,46.15,54.7,41.89,29.87,-39.14,52,60.07,48.68,55.61,47.29,89.11,11,18,8,12,10,8,3,11,10,13,10,35.35,16.26,18.6
16450,V. Glaentzlin,21,185.2,74.8,France,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,30,61.14,61.93,45.44,38.86,48.17,37.49,-31.28,29.29,47.93,72.73,72.25,67.78,53.81,58.49,10,14,11,13,10,6,2,10,11,13,11,36.99,19.31,19.33
16451,A. Azeez,25,182.9,79.9,England,Caucasian,57,Right,Good,Average,High/High,SUB,38.67,50.72,52.85,47.73,48.46,52.86,36.69,29.41,40.57,50.49,89.41,-85.35,75.7,56.44,58.85,10,12,12,14,9,8,3,11,9,11,11,35.38,18.74,16.03
16452,K. Stanek,19,-186.5,76.9,Poland,Caucasian,57,Right,Average,Average,Medium/Medium,RES,33.11,61.97,61.14,47.61,42.18,46.41,35.3,30.2,39.01,55.31,57.95,58.91,63.18,56.67,58,10,13,11,12,10,5,4,11,11,12,9,13.29,16.57,17.97
16453,O. Uzun,19,184.8,75.1,Germany,Caucasian,57,Left,Good,Average,Medium/Low,RES,40.51,65.6,68.83,-48.66,46.76,50.65,46.52,33.61,37.05,55.07,52.41,51.91,49.84,56.7,61.67,11,12,11,7,11,5,3,10,10,13,10,19.62,17.1,-20.89
16454,Y. Türk,21,180.8,-72.6,Turkey,Middle-eastern,57,Right,Average,Average,Medium/Low,,35.23,66.71,57.49,52.35,47.45,49.14,42.63,34.09,31.75,49.22,51.51,57.2,54.75,55.78,64.94,11,13,11,10,11,6,2,10,10,9,9,15.22,14.54,22.39
16455,A. Serna,21,183.3,83.1,Colombia,Black,57,Right,Average,Average,Medium/Medium,SUB,32.37,48.68,50.8,62.27,41.9,48.32,31.71,29.8,53.05,52.14,66.42,72.26,54.34,61.06,57.63,12,15,14,14,8,12,12,10,10,7,11,55.93,57.61,49.01
16456,A. Ammitzbøll,20,187.6,77.6,,,57,Right,Average,Average,Medium/Medium,SUB,36.52,54.67,50.2,48.95,41.54,56.31,31.11,30.61,29.05,55.04,65.86,70.49,58.51,49.97,56.39,11,12,9,13,9,8,2,11,8,9,9,35.39,26.22,16.05
16457,R. Harker,19,180.5,79.9,England,Caucasian,57,Right,Good,Average,Medium/Medium,RES,33.49,57.05,53.19,46.24,44.01,56.29,38.64,28.97,33.31,54.94,68.55,65.98,62.73,49.23,65.13,12,13,10,11,10,7,6,11,8,11,10,20.37,24.21,19.52
16458,B. Lasme,20,191.5,90.1,France,Caucasian,57,Right,Good,Good,Medium/Medium,RES,30.36,53.62,-46.45,49.56,47.95,61.14,44.53,30.55,42.46,48.23,72.89,73.67,57.55,57.36,36.24,10,12,10,17,11,7,2,9,10,12,9,-33.76,12.3,17.05
16459,O. Afolayan,21,180,70.4,England,Caucasian,57,,Good,Average,Medium/Medium,RES,-36.21,55.87,55.64,52.04,46.02,53.28,41.94,32.29,35.1,-54.27,73.26,73.07,59.11,58.68,-69.01,10,12,9,11,10,7,5,10,8,10,10,25.92,16.75,11.29
16460,D. Hayashi,22,178.2,73.5,Japan,Asian,57,Right,Good,Good,Medium/Medium,RES,44.89,57.87,57.7,44.41,43.52,-61.64,52.76,32.66,40.4,56.3,63.14,60.63,53.7,53.56,66.57,11,13,9,10,9,7,4,10,9,11,10,18.85,19.89,19.66
16461,M. El Idrissy,20,180.9,73.8,France,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,41.43,55.5,59.61,51.78,47.97,48.52,38.65,34.58,44.67,49.38,67.54,65.42,57.25,-53.49,54.82,10,12,10,11,10,6,2,11,10,12,9,20.42,18.65,13.68
16462,D. Steczyk,20,184.6,74.1,Poland,Caucasian,57,Right,Excellent,Average,Medium/High,RES,30.6,-58.78,58.35,47.21,46.44,54.01,-34.24,32.97,29.74,52.87,63.37,62.25,63.94,52.46,57.33,11,11,10,13,10,6,3,10,10,12,9,18.26,18.1,15.34
16463,A. Fletcher,20,179,67.5,England,Black,57,Right,Good,Average,Medium/Medium,SUB,50.87,57.37,46.2,44.79,59.74,52.99,44.14,48.3,33.97,54.45,-75.3,72.29,77.01,57.39,68.08,11,15,11,11,10,9,3,10,8,11,11,18.15,17.95,11.49
16464,C. Coleman,22,187.1,81.1,Republic of Ireland,Caucasian,57,Right,Good,Average,Medium/Medium,SUB,47.65,48.75,52.77,56.5,43.88,57.17,49.15,43.75,54.84,55.07,54.32,62.28,56.96,56.38,45.73,10,14,14,13,10,12,11,10,10,9,11,56.32,53.95,51.06
16465,,20,191.1,81.5,England,Caucasian,57,Right,Good,Average,Medium/Medium,RES,39.18,49.48,50.89,63.14,41.54,61.03,41.16,34.45,58.16,61.91,62.23,64.69,61.52,50.38,59.36,11,12,12,14,10,8,8,8,10,8,12,39.48,53.5,48.53
16466,G. Dorsey,20,183.3,72.7,United States,Caucasian,57,Right,Good,Average,High/High,RES,48.77,48.94,57.77,55.87,-46.11,59.42,52.66,43.56,45.15,55.51,73.03,72.7,-71.96,50.22,68.44,10,13,11,10,9,11,8,10,8,8,9,39.31,-41.71,43.67
